feature	metadata	value	coef	stderr	N	N.not.0	pval	qval	reference	fdr.pval
Vescimonas_fastidiosa_SGB15085	species	human	1.691387166	0.40693498	2772	47	0.000440271	0.002432967	"cat,facility"	0.001794951
Oscillospiraceae_SGB15309_group	species	human	3.272894803	0.772989518	2772	106	0.000442606	0.002529795	"dog,facility"	0.001802368
Firmicutes_SGB14005	species	human	1.12464547	0.262885926	2772	43	0.000446681	0.002548925	"dog,facility"	0.00181685
Firmicutes_SGB48024	species	human	0.659634317	0.160032294	2772	32	0.000447327	0.002468062	"cat,facility"	0.001817365
Firmicutes_SGB6607	species	human	0.786408544	0.190843912	2772	34	0.000449717	0.00247734	"cat,facility"	0.001824955
Firmicutes_SGB6385	species	human	1.492576656	0.347994529	2772	30	0.000453772	0.002581934	"dog,facility"	0.001835711
Oscillospiraceae_SGB15119	species	human	4.483481875	1.061935618	2772	110	0.000453942	0.002581934	"dog,facility"	0.001835711
Oscillospiraceae_SGB15309_group	species	human	3.272894803	0.780622834	2772	106	0.00045342	0.00249381	"cat,facility"	0.001835711
Firmicutes_SGB4643	species	human	0.590913589	0.135808013	2772	38	0.000456856	0.002594289	"dog,facility"	0.00184536
Oscillospiraceae_SGB15119	species	human	4.483481875	1.070570832	2772	110	0.000462884	0.002541864	"cat,facility"	0.001867552
Blautia_schinkii_SGB4825	species	human	1.08243923	0.255006499	2772	52	0.00046865	0.002652651	"dog,facility"	0.001888638
Oscillospiraceae_SGB15103	species	human	1.63469116	0.387333518	2772	76	0.000472	0.002667294	"dog,facility"	0.001899949
Clostridium_neonatale_SGB6169	species	human	-0.696077245	0.109435565	2772	117	0.000473118	0.002669302	"dog,facility"	0.001902261
Oscillospiraceae_unclassified_SGB15253_SGB15253	species	human	1.036434092	0.244253161	2772	44	0.000476759	0.002681195	"dog,facility"	0.001914699
Oscillospiraceae_SGB15238	species	human	1.73396085	0.420861365	2772	48	0.000481187	0.002629988	"cat,facility"	0.001930267
Lactobacillaceae_SGB6440	species	human	0.800096492	0.187957332	2772	32	0.000485681	0.002722615	"dog,facility"	0.001946061
Firmicutes_SGB14193	species	human	1.379905931	0.325581054	2772	37	0.000490329	0.002744275	"dog,facility"	0.001962439
Lactobacillaceae_SGB15015	species	human	2.998590469	0.714742306	2772	70	0.000497853	0.002773073	"dog,facility"	0.001988002
Lactobacillaceae_SGB15035	species	human	2.602488331	0.620692005	2772	77	0.000497849	0.002773073	"dog,facility"	0.001988002
Phocaeicola_SGB6473_SGB6473	species	human	1.543136332	0.089017855	2772	53	0.000500968	0.002785989	"dog,facility"	0.001998161
Firmicutes_SGB4303	species	human	3.548231832	0.857196679	2772	126	0.00050296	0.002736164	"cat,facility"	0.002003819
Oscillospiraceae_SGB15103	species	human	1.63469116	0.396428481	2772	76	0.000505543	0.002745944	"cat,facility"	0.002011818
Peptostreptococcaceae_SGB106454	species	cat	1.686163487	0.484144724	2772	845	0.000509876	0.002831026	"dog,facility"	0.002026757
Mogibacterium_diversum_SGB3922_group	species	human	1.636865224	0.390119556	2772	58	0.000511812	0.002837269	"dog,facility"	0.002032142
Corynebacterium_SGB6369_SGB6369	species	human	0.385439152	0.090419607	2772	23	0.000514857	0.002849635	"dog,facility"	0.002041915
Clostridia_bacterium_SGB5191	species	cat	1.209512497	0.347482654	2772	377	0.000518964	0.002866903	"dog,facility"	0.002055873
Firmicutes_SGB15411	species	human	0.551824447	0.13611388	2772	25	0.000520359	0.002808977	"cat,facility"	0.002059069
Roseburia_sp_AM59_24XD_SGB4654	species	human	0.746474071	0.184304141	2772	25	0.000524377	0.002826304	"cat,facility"	0.002072623
Lactobacillaceae_SGB15035	species	human	2.602488331	0.633136501	2772	77	0.000527311	0.002837742	"cat,facility"	0.002081865
Lactobacillaceae_SGB15015	species	human	2.99859047	0.730587665	2772	70	0.000531231	0.002854449	"cat,facility"	0.002094979
Oscillospiraceae_SGB15041	species	human	1.309875505	0.313105411	2772	52	0.000533709	0.002935399	"dog,facility"	0.002102381
Blautia_schinkii_SGB4825	species	human	1.08243923	0.265704855	2772	52	0.000540394	0.002894791	"cat,facility"	0.00212632
Firmicutes_SGB14005	species	human	1.124645485	0.276867011	2772	43	0.000541758	0.002897659	"cat,facility"	0.002126901
Lactobacillaceae_SGB6328	species	human	1.815421964	0.435348274	2772	63	0.000541192	0.002971886	"dog,facility"	0.002126901
Firmicutes_SGB15377	species	human	1.61160719	0.387510923	2772	59	0.000550536	0.003018456	"dog,facility"	0.00215894
Oscillospiraceae_unclassified_SGB15253_SGB15253	species	human	1.036434092	0.255925646	2772	44	0.000564703	0.003011175	"cat,facility"	0.002212017
Mogibacterium_diversum_SGB3922_group	species	human	1.636865224	0.403037188	2772	58	0.000569656	0.003032961	"cat,facility"	0.002228921
Rikenellaceae_SGB4335	species	human	2.05203582	0.495136454	2772	53	0.000576978	0.003153547	"dog,facility"	0.00225505
Pseudomonadaceae_SGB15353	species	human	0.468632354	0.116998722	2772	23	0.00058117	0.003089562	"cat,facility"	0.002268897
Oscillospiraceae_unclassified_SGB15257_SGB15257	species	human	1.013046633	0.243514544	2772	37	0.000585046	0.003192651	"dog,facility"	0.002281482
Limosilactobacillus_mucosae_SGB7088_group	species	cat	-0.467965146	0.134914948	2772	100	0.000598998	0.003258625	"dog,facility"	0.002333292
Firmicutes_SGB14193	species	human	1.37990595	0.343578367	2772	37	0.000602378	0.003185986	"cat,facility"	0.002343848
Firmicutes_SGB15377	species	human	1.61160719	0.39874312	2772	59	0.000603656	0.003185986	"cat,facility"	0.002344405
Firmicutes_SGB6385	species	human	1.492576685	0.372813062	2772	30	0.000603862	0.003185986	"cat,facility"	0.002344405
Oscillospiraceae_SGB15041	species	human	1.309875505	0.325267594	2772	52	0.00060905	0.003208519	"cat,facility"	0.002359309
Streptococcus_australis_SGB8059_group	species	human	0.897320389	0.216857075	2772	42	0.000608938	0.003306879	"dog,facility"	0.002359309
Duodenibacillus_massiliensis_SGB9273	species	human	2.769868936	0.675236988	2772	76	0.000609759	0.003306879	"dog,facility"	0.002359443
Clostridium_SGB4909_SGB4909	species	human	4.33944996	1.060084533	2772	115	0.000618328	0.003342983	"dog,facility"	0.002385935
Desulfovibrio_piger_SGB15467	species	cat	0.935156035	0.27271649	2772	262	0.000617363	0.003342935	"dog,facility"	0.002385935
Oscillospiraceae_SGB15102	species	human	0.870993779	0.218461448	2772	26	0.000618651	0.003249313	"cat,facility"	0.002385935
Lactobacillaceae_SGB6328	species	human	1.808232613	0.448652072	2772	63	0.000619714	0.003250015	"cat,facility"	0.002387401
Clostridium_saudiense_SGB6178	species	human	4.935713102	1.175297811	2772	272	0.000622345	0.003258925	"cat,facility"	0.002394897
Clostridium_SGB6177_SGB6177	species	human	6.421804639	1.405070815	2772	457	0.00063074	0.003297949	"cat,facility"	0.002424536
Firmicutes_SGB66598	species	human	7.587643641	1.76000248	2772	849	0.000636104	0.003321031	"cat,facility"	0.002442471
Firmicutes_SGB49168	species	human	1.656305963	0.405001831	2772	61	0.000639812	0.003453801	"dog,facility"	0.002454017
Lactobacillaceae_SGB6440	species	human	0.800096491	0.201083346	2772	32	0.000642549	0.003349682	"cat,facility"	0.002461815
Duodenibacillus_massiliensis_SGB9273	species	human	2.769868936	0.687674875	2772	76	0.000644062	0.003352575	"cat,facility"	0.002464913
Rikenellaceae_SGB4335	species	human	2.052035795	0.512299303	2772	53	0.00064795	0.003367802	"cat,facility"	0.002477083
Oscillospiraceae_SGB15095	species	human	1.452128683	0.354244592	2772	45	0.00065096	0.003508565	"dog,facility"	0.002485872
Clostridium_SGB4909_SGB4909	species	human	4.322636525	1.072111403	2772	115	0.000661493	0.003428004	"cat,facility"	0.00252334
Coprococcus_eutactus_SGB5118	species	human	2.074460262	0.50848806	2772	54	0.000663077	0.003562367	"dog,facility"	0.002526628
Clostridium_sp_1001270J_160509_D11_SGB6139	species	human	2.903320508	0.714986414	2772	84	0.000663998	0.003562367	"dog,facility"	0.002527381
Helicobacter_canis_SGB19391	species	cat	1.180361848	0.344558966	2772	234	0.000665478	0.00356484	"dog,facility"	0.002530261
Lactobacillaceae_SGB14921	species	human	0.789527951	0.044318788	2772	57	0.000668585	0.003576009	"dog,facility"	0.002539316
Oscillospiraceae_SGB15111	species	human	1.357541106	0.331854468	2772	38	0.000671398	0.003585572	"dog,facility"	0.002547234
Acinetobacter_SGB14792_SGB14792	species	cat	-1.126095209	0.33103453	2772	1139	0.00068434	0.00364912	"dog,facility"	0.002593524
Oscillospiraceae_SGB4419	species	human	1.550164436	0.380081979	2772	39	0.000686121	0.003653044	"dog,facility"	0.002597456
Clostridium_sp_1001270J_160509_D11_SGB6139	species	human	2.903320508	0.725274613	2772	84	0.000692479	0.003572703	"cat,facility"	0.002618695
Coriobacteriaceae_SGB63083	species	human	-4.375328247	1.08657697	2772	205	0.000695104	0.003580965	"cat,facility"	0.002625783
Firmicutes_SGB49168	species	human	1.656305957	0.415677488	2772	61	0.000696304	0.003581872	"cat,facility"	0.002627479
Peptostreptococcaceae_SGB6141	species	human	2.159341816	0.534129291	2772	68	0.000705049	0.003736761	"dog,facility"	0.00265761
Parabacteroides_massiliensis_SGB1945	species	human	1.401286	0.344754665	2772	43	0.00070624	0.003737411	"dog,facility"	0.002659234
Candidatus_Allochristensenella_caecavium_SGB63369	species	human	0.660406597	0.161502515	2772	66	0.000719209	0.003800293	"dog,facility"	0.002705155
Firmicutes_SGB5066	species	human	2.335049352	0.577748041	2772	52	0.000723113	0.003815158	"dog,facility"	0.002716917
Enterococcaceae_SGB15198	species	human	1.679846817	0.415674421	2772	51	0.000724275	0.003815532	"dog,facility"	0.002718362
Lachnospiraceae_SGB4817	species	human	2.167335137	0.537929497	2772	68	0.00072656	0.003821813	"dog,facility"	0.002721098
Oscillospiraceae_unclassified_SGB15257_SGB15257	species	human	1.013046633	0.257273889	2772	37	0.000726525	0.003720912	"cat,facility"	0.002721098
Coprococcus_eutactus_SGB5118	species	human	2.074460262	0.524628606	2772	54	0.000737736	0.003772806	"cat,facility"	0.00276
Streptococcus_australis_SGB8059_group	species	human	0.897320389	0.228123552	2772	42	0.000740293	0.003780356	"cat,facility"	0.002766607
Roseburia_intestinalis_SGB4951	species	human	3.681886864	0.916986507	2772	169	0.000744917	0.003912491	"dog,facility"	0.002780917
Blautia_faecicola_SGB4867	species	human	3.169852824	0.791235459	2772	93	0.000747006	0.00391758	"dog,facility"	0.002785742
Peptostreptococcaceae_SGB6141	species	human	2.159341816	0.546159842	2772	68	0.000757351	0.00386183	"cat,facility"	0.002821315
Oscillospiraceae_SGB15095	species	human	1.452128683	0.369426222	2772	45	0.000759587	0.003867591	"cat,facility"	0.002826633
Eubacterium_ramulus_SGB4960	species	human	1.777127242	0.443684777	2772	68	0.000766075	0.004011574	"dog,facility"	0.002847748
Butyricicoccus_SGB14990_SGB14990	species	human	1.254392813	0.31258388	2772	56	0.000767359	0.004012292	"dog,facility"	0.002849494
Blautia_faecicola_SGB4867	species	human	3.169852825	0.799769731	2772	93	0.000770702	0.003918482	"cat,facility"	0.002855843
Lactobacillaceae_SGB15022	species	human	2.997999831	0.750041985	2772	76	0.000770679	0.004023633	"dog,facility"	0.002855843
Alistipes_onderdonkii_SGB2303	species	human	5.384531636	1.347093247	2772	186	0.000773831	0.00403407	"dog,facility"	0.002861375
Atopobiaceae_SGB65944	species	human	8.679207274	2.116798196	2772	692	0.00077376	0.003928318	"cat,facility"	0.002861375
Lachnospiraceae_SGB4817	species	human	2.167335126	0.549794997	2772	68	0.00077943	0.003951369	"cat,facility"	0.002879033
Lachnospiraceae_bacterium_NSJ_46_SGB47656	species	human	1.429659346	0.357244693	2772	56	0.000784383	0.004076927	"dog,facility"	0.002894274
Roseburia_intestinalis_SGB4951	species	human	3.681886864	0.934689758	2772	169	0.00079134	0.003994382	"cat,facility"	0.002916867
Clostridium_SGB6179_SGB6179	species	human	4.100486062	1.032325173	2772	107	0.000804144	0.004161088	"dog,facility"	0.002955239
Oscillospiraceae_SGB15065	species	human	1.215267452	0.304258015	2772	53	0.000803766	0.004161088	"dog,facility"	0.002955239
Oscillospiraceae_SGB15111	species	human	1.357541106	0.347910483	2772	38	0.000804285	0.004053873	"cat,facility"	0.002955239
Firmicutes_SGB5066	species	human	2.335049352	0.596258281	2772	52	0.0008068	0.004060699	"cat,facility"	0.00296137
Enterococcaceae_SGB15198	species	human	1.679846817	0.429123578	2772	51	0.000809182	0.004063748	"cat,facility"	0.002965898
Lactobacillaceae_SGB15022	species	human	2.997999831	0.762117874	2772	76	0.000809729	0.004063748	"cat,facility"	0.002965898
Alistipes_onderdonkii_SGB2303	species	human	5.387569348	1.371183744	2772	186	0.000813968	0.004067515	"cat,facility"	0.002968989
Candidatus_Nanosynsacchari_sp_TM7_ANC_38_39_G1_1_SGB19882	species	human	2.047870169	0.514295476	2772	61	0.000812467	0.004197944	"dog,facility"	0.002968989
Corynebacterium_SGB6369_SGB6369	species	human	0.385439147	0.099617897	2772	23	0.000813335	0.004067515	"cat,facility"	0.002968989
Oscillospiraceae_SGB4419	species	human	1.550164435	0.39743647	2772	39	0.00081191	0.004067515	"cat,facility"	0.002968989
Clostridium_SGB6179_SGB6179	species	human	4.100486062	1.038736237	2772	107	0.0008182	0.00408283	"cat,facility"	0.002981316
Eubacterium_ramulus_SGB4960	species	human	1.777127242	0.453309714	2772	68	0.000821305	0.004092485	"cat,facility"	0.002989515
Firmicutes_SGB4643	species	human	0.590913589	0.152953101	2772	38	0.000823781	0.004098982	"cat,facility"	0.00299541
Parabacteroides_massiliensis_SGB1945	species	human	1.401286	0.36012629	2772	43	0.00083211	0.004134544	"cat,facility"	0.003022554
Enterococcus_SGB6173_SGB6173	species	human	2.944397716	0.743574303	2772	77	0.000838521	0.004326176	"dog,facility"	0.003042684
Butyricicoccus_SGB14990_SGB14990	species	human	1.254392813	0.321866576	2772	56	0.000848845	0.004211715	"cat,facility"	0.003076953
Firmicutes_SGB14205	species	human	0.817094668	0.204898701	2772	37	0.000852649	0.004392585	"dog,facility"	0.003087542
Faecalibacterium_prausnitzii_SGB15323	species	human	3.771865577	0.956292076	2772	102	0.000857131	0.004409181	"dog,facility"	0.003100562
Firmicutes_SGB6422	species	human	2.469915213	0.625215701	2772	68	0.000862665	0.004431136	"dog,facility"	0.003116269
Lachnospiraceae_bacterium_NSJ_46_SGB47656	species	human	1.429659346	0.367371134	2772	56	0.000863255	0.004277145	"cat,facility"	0.003116269
Faecalibacterium_prausnitzii_SGB15323	species	human	3.771865577	0.961887542	2772	102	0.000871407	0.004311432	"cat,facility"	0.003142456
Bacteroidetes_SGB1404	species	human	1.492350274	0.377755644	2772	55	0.000879464	0.004497611	"dog,facility"	0.003158486
Candidatus_Nanosynsacchari_sp_TM7_ANC_38_39_G1_1_SGB19882	species	human	2.047870192	0.526622351	2772	61	0.000879332	0.004343982	"cat,facility"	0.003158486
Desulfovibrionaceae_SGB15447	species	human	2.413397466	0.611646791	2772	62	0.000879081	0.004497611	"dog,facility"	0.003158486
Firmicutes_SGB14209	species	human	1.983455922	0.502565146	2772	64	0.000876777	0.004497019	"dog,facility"	0.003158486
Enterococcus_SGB6173_SGB6173	species	human	2.944397716	0.755230737	2772	77	0.00088047	0.004343982	"cat,facility"	0.003158854
Streptococcus_gordonii_SGB8053	species	human	1.360137487	0.343195006	2772	54	0.000883052	0.004509368	"dog,facility"	0.003164874
Oscillospiraceae_SGB15065	species	human	1.215267452	0.3138004	2772	53	0.000895929	0.004414027	"cat,facility"	0.003207737
Firmicutes_SGB106319	species	human	-3.019501646	0.762210676	2772	105	0.000902212	0.004438732	"cat,facility"	0.003226831
Firmicutes_SGB14110	species	human	1.121467206	0.283196985	2772	35	0.000903107	0.004605054	"dog,facility"	0.003226831
Lachnospiraceae_bacterium_SGB4922	species	human	0.671580025	0.166194908	2772	31	0.000907681	0.004621643	"dog,facility"	0.003239866
Firmicutes_SGB6422	species	human	2.469915213	0.637068942	2772	68	0.000916885	0.004504582	"cat,facility"	0.003267875
Pseudomonadaceae_SGB15355	species	human	1.357485625	0.343952484	2772	41	0.000917397	0.004664322	"dog,facility"	0.003267875
Firmicutes_SGB14209	species	human	1.983455922	0.513750313	2772	64	0.000943674	0.00462321	"cat,facility"	0.003358059
Desulfovibrionaceae_SGB15447	species	human	2.413397466	0.625397158	2772	62	0.000947	0.004633015	"cat,facility"	0.00336647
Prevotellaceae_SGB1472	species	human	1.793534333	0.459364209	2772	66	0.000963645	0.00488526	"dog,facility"	0.003422162
Bacteroidetes_SGB1404	species	human	1.492350292	0.388136663	2772	55	0.000966245	0.0047172	"cat,facility"	0.003426781
Firmicutes_SGB6132	species	human	10.73551691	2.612148033	2772	1046	0.000966905	0.0047172	"cat,facility"	0.003426781
Actinomyces_SGB17163_SGB17163_group	species	human	0.485555681	0.123144173	2772	29	0.000970313	0.00490485	"dog,facility"	0.003431907
Pseudoglutamicibacter_SGB14255_SGB14255	species	human	1.146667899	0.291971988	2772	35	0.000969937	0.00490485	"dog,facility"	0.003431907
Lachnospiraceae_SGB4808	species	human	2.519531595	0.647920415	2772	90	0.000977239	0.004925624	"dog,facility"	0.003452912
Eubacteriaceae_bacterium_SGB4546	species	human	0.74716048	0.190065161	2772	28	0.000994725	0.005006546	"dog,facility"	0.00351115
Limosilactobacillus_reuteri_SGB7095	species	human	4.82265327	1.198230334	2772	710	0.001004719	0.004888048	"cat,facility"	0.00354285
Lachnospiraceae_SGB4808	species	human	2.519531595	0.654599847	2772	90	0.0010086	0.004900117	"cat,facility"	0.003552955
Oscillospiraceae_SGB15101	species	human	1.424354791	0.365928246	2772	52	0.00101066	0.005079437	"dog,facility"	0.003556628
Prevotella_stercorea_SGB1679	species	human	3.189026022	0.822077696	2772	66	0.001012972	0.005083754	"dog,facility"	0.003561183
Candidatus_Allochristensenella_caecavium_SGB63369	species	human	0.660406597	0.174617821	2772	66	0.001021655	0.004953861	"cat,facility"	0.00358745
Lachnospiraceae_SGB72480	species	cat	0.432521115	0.131542506	2772	119	0.001022495	0.005124194	"dog,facility"	0.00358745
Bacteroides_intestinalis_SGB1846	species	human	0.895735641	0.225902648	2772	45	0.001025201	0.005125177	"dog,facility"	0.003591215
Prevotella_copri_clade_C_SGB1644	species	human	5.723841669	1.48013241	2772	108	0.001025621	0.005125177	"dog,facility"	0.003591215
Clostridia_unclassified_SGB5197	species	human	0.476592969	0.109721993	2772	54	0.001029306	0.005128937	"dog,facility"	0.003596917
Oscillospiraceae_SGB4423	species	human	0.514160116	0.131195504	2772	26	0.001028636	0.005128937	"dog,facility"	0.003596917
Streptococcus_gordonii_SGB8053	species	human	1.360137487	0.357605682	2772	54	0.001032536	0.004994915	"cat,facility"	0.003604601
Prevotella_copri_clade_C_SGB1644	species	human	5.724264062	1.484772936	2772	108	0.001034097	0.004994915	"cat,facility"	0.003606451
Prevotellaceae_SGB1472	species	human	1.793534333	0.469224729	2772	66	0.001035253	0.004994915	"cat,facility"	0.003606886
Firmicutes_SGB3965	species	human	3.308618991	0.856615683	2772	84	0.001036777	0.005158814	"dog,facility"	0.003608603
Drancourtella_sp_An57_SGB4619	species	human	-5.17666283	1.331120422	2772	161	0.001039756	0.005009735	"cat,facility"	0.003615375
Firmicutes_SGB14205	species	human	0.817094668	0.215691966	2772	37	0.001048038	0.005035765	"cat,facility"	0.003640553
Firmicutes_SGB3965	species	human	3.308618991	0.864849962	2772	84	0.001067943	0.005124367	"cat,facility"	0.003706016
Victivallis_lenta_SGB9203	species	human	1.087677838	0.121909588	2772	56	0.001070494	0.00530395	"dog,facility"	0.003711188
Prevotella_stercorea_SGB1679	species	human	3.189026022	0.836918363	2772	66	0.00107492	0.005143735	"cat,facility"	0.003722842
Pseudomonadaceae_SGB15355	species	human	1.357485625	0.358778236	2772	41	0.001079124	0.005156799	"cat,facility"	0.003733706
Lachnospiraceae_bacterium_OF09_6_SGB4966	species	human	2.15476406	0.560237458	2772	78	0.001081648	0.005351635	"dog,facility"	0.003738741
Clostridia_unclassified_SGB14834	species	human	1.055860132	0.272998407	2772	40	0.001091166	0.005391101	"dog,facility"	0.003767917
Firmicutes_SGB14110	species	human	1.121467206	0.297436534	2772	35	0.001098489	0.005242174	"cat,facility"	0.003789461
Oscillospiraceae_SGB4212	species	human	1.60925991	0.418499846	2772	52	0.001116735	0.005509647	"dog,facility"	0.00384861
Lachnospiraceae_bacterium_OF09_6_SGB4966	species	human	2.15476406	0.567508532	2772	78	0.001127526	0.005368211	"cat,facility"	0.00387968
Oscillospiraceae_SGB15101	species	human	1.424354791	0.377198452	2772	52	0.001127969	0.005368211	"cat,facility"	0.00387968
Actinobacteria_SGB14336	species	human	1.517316832	0.394918231	2772	48	0.001134401	0.005588922	"dog,facility"	0.003897971
Coprobacillus_cateniformis_SGB6771	species	human	0.66624955	0.169733619	2772	40	0.001140862	0.005612847	"dog,facility"	0.003916324
Senegalimassilia_anaerobia_SGB14824_group	species	human	2.230748257	0.58395479	2772	83	0.00114603	0.005630357	"dog,facility"	0.00393021
Firmicutes_SGB6421	species	human	0.787869405	0.200691805	2772	30	0.001149952	0.005641699	"dog,facility"	0.003939796
Firmicutes_SGB14196	species	human	0.732560496	0.189936451	2772	29	0.001153953	0.005652414	"dog,facility"	0.003949636
Prevotella_copri_clade_E_SGB1617	species	human	3.265270808	0.85586442	2772	84	0.001155368	0.005652414	"dog,facility"	0.003950612
Eubacteriales_Family_XIII_Incertae_Sedis_SGB3959	species	human	1.456700503	0.380458571	2772	52	0.001157057	0.005652774	"dog,facility"	0.003952526
Gemmiger_SGB105726_SGB105726	species	human	-8.478934919	2.216840216	2772	176	0.001166358	0.00554337	"cat,facility"	0.00398041
Clostridium_sp_NSJ_42_SGB6174	species	human	2.227243628	0.584424242	2772	77	0.001176664	0.005733169	"dog,facility"	0.004004295
Prevotella_copri_clade_B_SGB1613	species	human	4.168683693	1.095280638	2772	95	0.001176791	0.005733169	"dog,facility"	0.004004295
Pseudoglutamicibacter_SGB14255_SGB14255	species	human	1.146667914	0.306373986	2772	35	0.001175941	0.00558133	"cat,facility"	0.004004295
Lachnospiraceae_SGB106017	species	human	-7.895367176	2.061954397	2772	147	0.001181252	0.005598941	"cat,facility"	0.004015567
Prevotella_copri_clade_E_SGB1617	species	human	3.265270808	0.864117813	2772	84	0.001190988	0.005629834	"cat,facility"	0.004040812
Senegalimassilia_anaerobia_SGB14824_group	species	human	2.230748257	0.590872706	2772	83	0.001190377	0.005629834	"cat,facility"	0.004040812
Bacteroides_cellulosilyticus_SGB1844	species	human	2.452779229	0.640640709	2772	121	0.001192399	0.005801127	"dog,facility"	0.004041677
Prevotella_copri_clade_B_SGB1613	species	human	4.168683693	1.10173245	2772	95	0.001198057	0.005655604	"cat,facility"	0.004056924
Firmicutes_SGB4159	species	human	0.502353932	0.130795939	2772	29	0.001207309	0.005857376	"dog,facility"	0.004084302
Oscillospiraceae_SGB4212	species	human	1.60925991	0.430017299	2772	52	0.001231203	0.005796433	"cat,facility"	0.004157094
Ruminococcus_bovis_SGB4272	species	human	1.955939325	0.515099701	2772	60	0.001230448	0.005961367	"dog,facility"	0.004157094
Clostridium_sp_NSJ_42_SGB6174	species	human	2.227243628	0.593237118	2772	77	0.001236717	0.005814566	"cat,facility"	0.004171685
Firmicutes_SGB4688	species	human	-6.86184978	1.777874615	2772	1121	0.001266806	0.005945867	"cat,facility"	0.004252674
Firmicutes_SGB6522	species	human	1.112864562	0.292440203	2772	38	0.001264727	0.006100133	"dog,facility"	0.004252674
Firmicutes_unclassified_SGB4994	species	human	-5.157310168	1.258595111	2772	1384	0.00126401	0.006100133	"dog,facility"	0.004252674
Lactobacillaceae_SGB6365	species	human	0.93113703	0.239632723	2772	31	0.00126333	0.006100133	"dog,facility"	0.004252674
Roseburia_SGB4949_SGB4949	species	human	2.158558585	0.570548767	2772	65	0.001266065	0.006100133	"dog,facility"	0.004252674
Actinobacteria_SGB14336	species	human	1.517316832	0.407379306	2772	48	0.001272212	0.005949464	"cat,facility"	0.004261804
Bacteroidetes_SGB2230	species	human	3.644302965	0.965475815	2772	74	0.001273469	0.00611895	"dog,facility"	0.004261804
Clostridia_unclassified_SGB14834	species	human	1.055860133	0.284163958	2772	40	0.001274399	0.005951732	"cat,facility"	0.004261804
Eubacteriales_Family_XIII_Incertae_Sedis_SGB3959	species	human	1.456700503	0.390575075	2772	52	0.001271379	0.005949464	"cat,facility"	0.004261804
Haemophilus_SGB5071_SGB5071	species	human	1.933808269	0.511790858	2772	61	0.001278858	0.006136414	"dog,facility"	0.004272632
Gemmiger_SGB15301_SGB15301	species	human	2.856578986	0.757742815	2772	74	0.001287275	0.00616834	"dog,facility"	0.004296649
Actinomyces_SGB17163_SGB17163_group	species	human	0.485555681	0.131605146	2772	29	0.001296711	0.006047862	"cat,facility"	0.00432402
Ligilactobacillus_SGB15290_SGB15290	species	human	3.015744408	0.802321967	2772	89	0.001312038	0.006278396	"dog,facility"	0.00437096
Proteobacteria_SGB3673	species	cat	-0.264011084	0.079358227	2772	54	0.001318959	0.006302896	"dog,facility"	0.004389838
Eubacteriaceae_bacterium_SGB4546	species	human	0.747160481	0.20295626	2772	28	0.001323784	0.006157709	"cat,facility"	0.004401708
Prevotellamassilia_timonensis_SGB1477	species	human	1.845788856	0.488758595	2772	40	0.001325927	0.00632755	"dog,facility"	0.004402685
Ruminococcus_bovis_SGB4272	species	human	1.955939325	0.526264173	2772	60	0.001326595	0.006161115	"cat,facility"	0.004402685
Bacteroidetes_SGB2230	species	human	3.644302965	0.977797735	2772	74	0.001328039	0.006161115	"cat,facility"	0.004403299
Gemmiger_SGB15301_SGB15301	species	human	2.856578971	0.767358439	2772	74	0.001342172	0.006214844	"cat,facility"	0.004445054
Ligilactobacillus_SGB15290_SGB15290	species	human	3.015744408	0.808281694	2772	89	0.001343174	0.006214844	"cat,facility"	0.004445054
Helicobacter_canis_SGB21969	species	human	-1.839705141	0.46949096	2772	271	0.001354387	0.006454557	"dog,facility"	0.004477925
Roseburia_SGB4949_SGB4949	species	human	2.158558585	0.582050271	2772	65	0.001357335	0.006272072	"cat,facility"	0.004483436
Firmicutes_SGB4373	species	human	1.076026505	0.284657957	2772	30	0.001360953	0.006477027	"dog,facility"	0.004491146
Haemophilus_SGB5071_SGB5071	species	human	1.933808269	0.521892166	2772	61	0.001368947	0.006317381	"cat,facility"	0.004509016
Veillonellaceae_SGB5809	species	human	5.014801033	1.340750397	2772	88	0.001368438	0.006503797	"dog,facility"	0.004509016
Anaerostipes_SGB4708_SGB4708	species	human	0.740931331	0.196949137	2772	39	0.001377744	0.006539145	"dog,facility"	0.004533725
Rikenellaceae_SGB5063	species	human	1.226499569	0.325779735	2772	36	0.001379647	0.006539304	"dog,facility"	0.00453572
Cutibacterium_acnes_SGB16955	species	human	2.244229191	0.598473129	2772	96	0.001389941	0.006579178	"dog,facility"	0.00456527
Firmicutes_SGB4364	species	human	1.089862135	0.289168047	2772	28	0.001394396	0.006591347	"dog,facility"	0.004575607
Bacteroides_cellulosilyticus_SGB1844	species	human	2.452779229	0.666977801	2772	121	0.001395737	0.006432529	"cat,facility"	0.004575716
Oscillospiraceae_SGB4423	species	human	0.514160116	0.140605008	2772	26	0.001397885	0.006433948	"cat,facility"	0.004578465
Veillonellaceae_SGB5809	species	human	5.014238169	1.350103837	2772	88	0.001400364	0.006436892	"cat,facility"	0.004582296
Catenibacterium_mitsuokai_SGB6778	species	human	3.039729465	0.815581674	2772	66	0.001422229	0.006713566	"dog,facility"	0.004649493
Firmicutes_SGB6526	species	human	0.813438019	0.215779693	2772	25	0.00142409	0.006713566	"dog,facility"	0.004651229
