feature	metadata	value	coef	stderr	N	N.not.0	pval	qval	reference	fdr.pval
UniRef90_A0A0G3BFV1..Transcriptional.regulator.CmeR	species2	HMP1-II	-0.008336885	0.017739309	2657	4	0.65695567	0.899582833	dog	0.973119955
UniRef90_A0A0G4E6H7..Chloramphenicol.florfenicol.efflux.MFS.transporter.FloR	species2	HMP1-II	-0.080942536	0.226645229	2657	27	0.725509418	1	cat	0.973119955
UniRef90_A0A0G4E6H7..Chloramphenicol.florfenicol.efflux.MFS.transporter.FloR	species2	cat	-0.018558267	0.043631141	2657	27	0.67070125	0.899582833	dog	0.973119955
UniRef90_A0A0G4E6H7..Chloramphenicol.florfenicol.efflux.MFS.transporter.FloR	species2	HMP1-II	-0.099500802	0.224682397	2657	27	0.663786634	0.899582833	dog	0.973119955
UniRef90_A0A0H3H1V9..Aminoglycoside.N.3..acetyltransferase	species2	HMP1-II	-0.306156797	0.668359893	2657	57	0.652621279	1	cat	0.973119955
UniRef90_A0A0H3H1V9..Aminoglycoside.N.3..acetyltransferase	species2	cat	-0.020759422	0.072464016	2657	57	0.774538286	0.899582833	dog	0.973119955
UniRef90_A0A0H3H1V9..Aminoglycoside.N.3..acetyltransferase	species2	HMP1-II	-0.326916244	0.666489316	2657	57	0.630025095	0.899582833	dog	0.973119955
UniRef90_A0A0H4JQQ7..Erythromycin.esterase.protein	species2	cat	-0.009863482	0.040700017	2657	28	0.808530882	0.899582833	dog	0.973119955
UniRef90_A0A0K1TBR6..Ribosomal.RNA.large.subunit.methyltransferase.Cfr	species2	HMP1-II	-0.142391845	0.167763017	2657	50	0.411025583	0.899582833	dog	0.973119955
UniRef90_A0A0K9ES31..Tetracycline.resistance.protein	species2	cat	-0.006846174	0.00864468	2657	4	0.435074148	0.899582833	dog	0.973119955
UniRef90_A0A0K9ES31..Tetracycline.resistance.protein	species2	HMP1-II	-0.008168299	0.013363487	2657	4	0.572049704	0.899582833	dog	0.973119955
UniRef90_A0A0T5XFN5..Multidrug.transporter	species2	cat	-0.017643997	0.024615363	2657	11	0.475633064	0.899582833	dog	0.973119955
UniRef90_A0A0T5XFN5..Multidrug.transporter	species2	HMP1-II	-0.018074353	0.060274129	2657	11	0.770924838	0.899582833	dog	0.973119955
UniRef90_A0A0U3RZN5..MFS.transporter	species2	HMP1-II	-0.021357322	0.074473378	2657	11	0.779053939	1	cat	0.973119955
UniRef90_A0A0U3RZN5..MFS.transporter	species2	cat	-0.018685903	0.025281775	2657	11	0.461204073	0.899582833	dog	0.973119955
UniRef90_A0A0U3RZN5..MFS.transporter	species2	HMP1-II	-0.040043223	0.072380757	2657	11	0.590890208	0.899582833	dog	0.973119955
UniRef90_A0A111WMZ9..ATP.binding.protein	species2	HMP1-II	-0.314105598	1.143259776	2657	31	0.787609949	1	cat	0.973119955
UniRef90_A0A111WMZ9..ATP.binding.protein	species2	HMP1-II	-0.319738981	1.142388774	2657	31	0.783757026	0.899582833	dog	0.973119955
UniRef90_A0A127SHY8..Beta.lactamase	species2	HMP1-II	-0.989320899	1.609755382	2657	267	0.5476436	1	cat	0.973119955
UniRef90_A0A127SHY8..Beta.lactamase	species2	cat	-0.260254842	0.243153974	2657	267	0.284662073	0.899582833	dog	0.973119955
UniRef90_A0A127SHY8..Beta.lactamase	species2	HMP1-II	-1.249575736	1.60112545	2657	267	0.446974418	0.899582833	dog	0.973119955
UniRef90_A0A127SV09..Chloramphenicol.acetyltransferase	species2	cat	0.101070023	0.118570033	2657	198	0.394065186	0.899582833	dog	0.973119955
UniRef90_A0A127SVB4..Streptomycin.adenylyltransferase	species2	cat	-0.126185813	0.222166226	2657	248	0.57033179	0.899582833	dog	0.973119955
UniRef90_A0A141RQC0..Beta.lactamase	species2	cat	-0.004647892	0.006775208	2657	3	0.492763853	0.899582833	dog	0.973119955
UniRef90_A0A141RQC0..Beta.lactamase	species2	HMP1-II	-0.004647892	0.008217128	2657	3	0.57169003	0.899582833	dog	0.973119955
UniRef90_A0A142EAN5..Streptomycin.3.apos..apos..adenylyltransferase	species2	cat	-0.02566056	0.04402553	2657	33	0.560249237	0.899582833	dog	0.973119955
UniRef90_A0A142EC40..Beta.lactamase	species2	HMP1-II	-0.083642506	0.285715767	2657	129	0.774103943	1	cat	0.973119955
UniRef90_A0A142EC40..Beta.lactamase	species2	HMP1-II	-0.233864434	0.277987163	2657	129	0.415869259	0.899582833	dog	0.973119955
UniRef90_A0A161VXW3..Lipid.A.export.ATP.binding.permease.protein.MsbA	species2	HMP1-II	0.004193899	0.01275095	2657	5	0.744290147	1	cat	0.973119955
UniRef90_A0A161VXW3..Lipid.A.export.ATP.binding.permease.protein.MsbA	species2	cat	-0.007308877	0.008637403	2657	5	0.400292792	0.899582833	dog	0.973119955
UniRef90_A0A161VXW3..Lipid.A.export.ATP.binding.permease.protein.MsbA	species2	HMP1-II	-0.003114979	0.010545649	2657	5	0.771533537	0.899582833	dog	0.973119955
UniRef90_A0A174XA02..Beta.lactamase	species2	HMP1-II	-3.37288318	3.504150484	2657	1449	0.349865963	1	cat	0.973119955
UniRef90_A0A174XA02..Beta.lactamase	species2	HMP1-II	-4.511672057	3.484814033	2657	1449	0.213863781	0.899582833	dog	0.973119955
UniRef90_A0A1A7KGZ5..Kynurenine.3.monooxygenase	species2	HMP1-II	0.007705426	0.027654199	2657	9	0.818139646	1	cat	0.973119955
UniRef90_A0A1A7KGZ5..Kynurenine.3.monooxygenase	species2	cat	-0.014488224	0.0159189	2657	9	0.396003211	0.899582833	dog	0.973119955
UniRef90_A0A1A7KGZ5..Kynurenine.3.monooxygenase	species2	HMP1-II	-0.006782798	0.02492939	2657	9	0.832030352	0.903602856	dog	0.973119955
UniRef90_A0A1A7TBT9..Replication.initiation.factor	species2	cat	-0.020243549	0.020118952	2657	8	0.3191051	0.899582833	dog	0.973119955
UniRef90_A0A1A7TBT9..Replication.initiation.factor	species2	HMP1-II	-0.020694336	0.025033674	2657	8	0.427549633	0.899582833	dog	0.973119955
UniRef90_A0A1D3KIL4..Acriflavin.resistance.protein.A	species2	cat	-0.050425655	0.071188914	2657	32	0.47906868	0.899582833	dog	0.973119955
UniRef90_A0A1D3KIL4..Acriflavin.resistance.protein.A	species2	HMP1-II	-0.100053001	0.319766845	2657	32	0.758939764	0.899582833	dog	0.973119955
UniRef90_A0A1D3KKI2..LPS.assembly.protein.LptD	species2	HMP1-II	-0.059284438	0.367131622	2657	42	0.873871328	1	cat	0.973119955
UniRef90_A0A1D3KKI2..LPS.assembly.protein.LptD	species2	cat	-0.05584035	0.078150492	2657	42	0.475202833	0.899582833	dog	0.973119955
UniRef90_A0A1D3KKI2..LPS.assembly.protein.LptD	species2	HMP1-II	-0.115124788	0.363242855	2657	42	0.755822277	0.899582833	dog	0.973119955
UniRef90_A0A1D3KQL8..Phosphoethanolamine.transferase	species2	cat	-0.077759615	0.086067328	2657	45	0.366712743	0.899582833	dog	0.973119955
UniRef90_A0A1D3KQL8..Phosphoethanolamine.transferase	species2	HMP1-II	-0.122818855	0.385784448	2657	45	0.754855949	0.899582833	dog	0.973119955
UniRef90_A0A1D3KSH0..Multidrug.resistance.protein.A	species2	cat	-0.042179403	0.05137603	2657	24	0.412217176	0.899582833	dog	0.973119955
UniRef90_A0A1D3KSH0..Multidrug.resistance.protein.A	species2	HMP1-II	-0.068454825	0.207305345	2657	24	0.746493196	0.899582833	dog	0.973119955
UniRef90_A0A1D3U586..Outer.membrane.protein.N..Porin.	species2	cat	-0.065032667	0.05484318	2657	27	0.239162739	0.899582833	dog	0.973119955
UniRef90_A0A1D3U586..Outer.membrane.protein.N..Porin.	species2	HMP1-II	-0.066508629	0.151821129	2657	27	0.673486733	0.899582833	dog	0.973119955
UniRef90_A0A1G1SBI2..Dihydrofolate.reductase	species2	HMP1-II	-0.128566591	0.494099455	2657	32	0.806119132	1	cat	0.973119955
UniRef90_A0A1G1SBI2..Dihydrofolate.reductase	species2	HMP1-II	-0.225339294	0.492795635	2657	32	0.668774106	0.899582833	dog	0.973119955
UniRef90_A0A1H0Z427..MFS.transporter..DHA1.family..tetracycline.resistance.protein	species2	HMP1-II	-0.004089731	0.020396923	2657	3	0.844881018	1	cat	0.973119955
UniRef90_A0A1H0Z427..MFS.transporter..DHA1.family..tetracycline.resistance.protein	species2	cat	-0.004504977	0.007554667	2657	3	0.552454227	0.899582833	dog	0.973119955
UniRef90_A0A1H0Z427..MFS.transporter..DHA1.family..tetracycline.resistance.protein	species2	HMP1-II	-0.008594708	0.019701787	2657	3	0.672339108	0.899582833	dog	0.973119955
UniRef90_A0A1L5KFF7..COQ6.ubiquinone.biosynthesis.monooxygenase	species2	cat	-0.049720652	0.076375578	2657	171	0.516294791	0.899582833	dog	0.973119955
UniRef90_A0A1L5KKZ3..Phosphotransferase.enzyme.family	species2	HMP1-II	-0.30566976	0.895803824	2657	72	0.736880448	1	cat	0.973119955
UniRef90_A0A1L5KKZ3..Phosphotransferase.enzyme.family	species2	HMP1-II	0.729726999	0.89290087	2657	72	0.424582274	0.899582833	dog	0.973119955
UniRef90_A0A1L5KT89..Dihydrofolate.reductase	species2	HMP1-II	-0.124981862	0.45099253	2657	36	0.785659625	1	cat	0.973119955
UniRef90_A0A1L5KT89..Dihydrofolate.reductase	species2	cat	-0.023111412	0.076583171	2657	36	0.762881961	0.899582833	dog	0.973119955
UniRef90_A0A1L5KT89..Dihydrofolate.reductase	species2	HMP1-II	-0.148093271	0.447947454	2657	36	0.745866124	0.899582833	dog	0.973119955
UniRef90_A0A1L5KW26..Dihydrofolate.reductase	species2	HMP1-II	2.179123137	1.957842601	2657	787	0.280336856	0.899582833	dog	0.973119955
UniRef90_A0A1L6C492..Beta.lactamase..Fragment.	species2	HMP1-II	-0.116780372	0.397700688	2657	29	0.77232648	1	cat	0.973119955
UniRef90_A0A1L6C492..Beta.lactamase..Fragment.	species2	cat	-0.016711169	0.058238354	2657	29	0.774193514	0.899582833	dog	0.973119955
UniRef90_A0A1L6C492..Beta.lactamase..Fragment.	species2	HMP1-II	-0.133491542	0.395694677	2657	29	0.739740694	0.899582833	dog	0.973119955
UniRef90_A0A1N7T703..Bifunctional.AacA.AphD	species2	HMP1-II	-0.718848999	1.818546132	2657	90	0.696823751	1	cat	0.973119955
UniRef90_A0A1N7T703..Bifunctional.AacA.AphD	species2	HMP1-II	-0.719520411	1.818466834	2657	90	0.696543943	0.899582833	dog	0.973119955
UniRef90_A0A1S7D640..Beta.lactamase..Fragment.	species2	HMP1-II	-0.073399418	0.244472483	2657	110	0.768936657	1	cat	0.973119955
UniRef90_A0A1S7D640..Beta.lactamase..Fragment.	species2	HMP1-II	-0.233410424	0.236095905	2657	110	0.343586216	0.899582833	dog	0.973119955
UniRef90_A0A1T1YUD0..Efflux.pump.membrane.transporter	species2	cat	-0.013003444	0.013290059	2657	10	0.33421124	0.899582833	dog	0.973119955
UniRef90_A0A1T1YUD0..Efflux.pump.membrane.transporter	species2	HMP1-II	-0.013671268	0.017134689	2657	10	0.453357537	0.899582833	dog	0.973119955
UniRef90_A0A1Y1CU85..Aminoglycoside.N.6.apos...acetyltransferase	species2	HMP1-II	-0.004446511	0.021035256	2657	3	0.836034155	1	cat	0.973119955
UniRef90_A0A1Y1CU85..Aminoglycoside.N.6.apos...acetyltransferase	species2	cat	-0.003581614	0.006915037	2657	3	0.60532421	0.899582833	dog	0.973119955
UniRef90_A0A1Y1CU85..Aminoglycoside.N.6.apos...acetyltransferase	species2	HMP1-II	-0.008028124	0.020484241	2657	3	0.702348717	0.899582833	dog	0.973119955
UniRef90_A0A218L4M5..Streptomycin.aminoglycoside.6.adenyltransferase	species2	HMP1-II	1.765116945	1.96010181	2657	351	0.379944765	1	cat	0.973119955
UniRef90_A0A218L4M5..Streptomycin.aminoglycoside.6.adenyltransferase	species2	HMP1-II	1.339976112	1.953587472	2657	351	0.501778054	0.899582833	dog	0.973119955
UniRef90_A0A218L4M7..Streptothricin.acetyltransferase	species2	cat	-0.229194499	0.23891413	2657	370	0.337557289	0.899582833	dog	0.973119955
UniRef90_A0A243UXM4..HTH.type.transcriptional.regulator.LeuO..Fragment.	species2	HMP1-II	-0.095769095	0.311009595	2657	165	0.763536524	1	cat	0.973119955
UniRef90_A0A243UXM4..HTH.type.transcriptional.regulator.LeuO..Fragment.	species2	cat	-0.178235752	0.142182266	2657	165	0.214196719	0.899582833	dog	0.973119955
UniRef90_A0A243UXM4..HTH.type.transcriptional.regulator.LeuO..Fragment.	species2	HMP1-II	-0.274004848	0.293800249	2657	165	0.372955803	0.899582833	dog	0.973119955
UniRef90_A0A246NQ02..Lincosamide.nucleotidyltransferase.Lnu.G.	species2	HMP1-II	-0.452088903	0.792601207	2657	118	0.575543305	1	cat	0.973119955
UniRef90_A0A246NQ02..Lincosamide.nucleotidyltransferase.Lnu.G.	species2	cat	-0.073112642	0.125811126	2657	118	0.561253138	0.899582833	dog	0.973119955
UniRef90_A0A246NQ02..Lincosamide.nucleotidyltransferase.Lnu.G.	species2	HMP1-II	-0.52520155	0.787916555	2657	118	0.513772878	0.899582833	dog	0.973119955
UniRef90_A0A2J0PBS8..Phosphoethanolamine.transferase	species2	HMP1-II	-0.010675292	0.062204068	2657	7	0.865995439	1	cat	0.973119955
UniRef90_A0A2J0PBS8..Phosphoethanolamine.transferase	species2	cat	-0.005643257	0.017247522	2657	7	0.743780975	0.899582833	dog	0.973119955
UniRef90_A0A2J0PBS8..Phosphoethanolamine.transferase	species2	HMP1-II	-0.016318549	0.061071006	2657	7	0.793105498	0.899582833	dog	0.973119955
UniRef90_A0A2J0TRW3..Efflux.pump.membrane.transporter	species2	HMP1-II	-0.026745304	0.110579968	2657	10	0.811865134	1	cat	0.973119955
UniRef90_A0A2J0TRW3..Efflux.pump.membrane.transporter	species2	cat	-0.008383576	0.024492692	2657	10	0.732267299	0.899582833	dog	0.973119955
UniRef90_A0A2J0TRW3..Efflux.pump.membrane.transporter	species2	HMP1-II	-0.03512888	0.109310915	2657	10	0.752125222	0.899582833	dog	0.973119955
UniRef90_A0A2J6A2K0..NimIJ.family.nitroimidazole.resistance.protein	species2	HMP1-II	0.130835907	0.207836646	2657	62	0.542918571	1	cat	0.973119955
UniRef90_A0A2J6A2K0..NimIJ.family.nitroimidazole.resistance.protein	species2	HMP1-II	-0.208587312	0.197306617	2657	62	0.318651165	0.899582833	dog	0.973119955
UniRef90_A0A2K9JGM9..LnuC	species2	cat	0.097484275	0.27943849	2657	2518	0.727245216	0.899582833	dog	0.973119955
UniRef90_A0A2N9DMG9..ATP.binding.cassette..ABC.F.family.	species2	HMP1-II	-0.006504069	0.035710624	2657	3	0.857734286	1	cat	0.973119955
UniRef90_A0A2N9DMG9..ATP.binding.cassette..ABC.F.family.	species2	cat	-0.002190998	0.008164605	2657	3	0.788541604	0.899582833	dog	0.973119955
UniRef90_A0A2N9DMG9..ATP.binding.cassette..ABC.F.family.	species2	HMP1-II	-0.008695067	0.035273576	2657	3	0.808512317	0.899582833	dog	0.973119955
UniRef90_A0A2P1JHI0..Beta.lactamase..Fragment.	species2	HMP1-II	0.007664305	0.020200633	2657	13	0.707240393	1	cat	0.973119955
UniRef90_A0A2P1JHI0..Beta.lactamase..Fragment.	species2	cat	-0.017085825	0.013475417	2657	13	0.208525975	0.899582833	dog	0.973119955
UniRef90_A0A2P1JHI0..Beta.lactamase..Fragment.	species2	HMP1-II	-0.009421519	0.016990095	2657	13	0.587351644	0.899582833	dog	0.973119955
UniRef90_A0A2R4H2Z9..rRNA.methylase	species2	HMP1-II	-0.017451804	0.077226089	2657	5	0.824019098	1	cat	0.973119955
UniRef90_A0A2R4H2Z9..rRNA.methylase	species2	cat	-0.005670367	0.017378165	2657	5	0.74433697	0.899582833	dog	0.973119955
UniRef90_A0A2R4H2Z9..rRNA.methylase	species2	HMP1-II	-0.023122171	0.076310925	2657	5	0.765871892	0.899582833	dog	0.973119955
UniRef90_A0A2S1CWY0..OXA.61.family.class.D.beta.lactamase.OXA.659	species2	HMP1-II	-0.013036628	0.045138381	2657	7	0.777829407	1	cat	0.973119955
UniRef90_A0A2S1CWY0..OXA.61.family.class.D.beta.lactamase.OXA.659	species2	cat	-0.002594141	0.015721443	2657	7	0.869233831	0.932310976	dog	0.973119955
UniRef90_A0A2S1CWY0..OXA.61.family.class.D.beta.lactamase.OXA.659	species2	HMP1-II	-0.015630769	0.04379648	2657	7	0.728187385	0.899582833	dog	0.973119955
UniRef90_A0A2S1PKM6..Aminoglycoside.phosphotransferase	species2	HMP1-II	1.99108574	2.374399026	2657	568	0.412734934	1	cat	0.973119955
UniRef90_A0A2S1PKM6..Aminoglycoside.phosphotransferase	species2	HMP1-II	-2.543881834	2.366536999	2657	568	0.296803928	0.899582833	dog	0.973119955
UniRef90_A0A2U2P5G4..Aminoglycoside.N.acetyltransferase.AAC.6.apos...Ii	species2	HMP1-II	-0.13736825	0.293407668	2657	79	0.652644829	1	cat	0.973119955
UniRef90_A0A2U2P5G4..Aminoglycoside.N.acetyltransferase.AAC.6.apos...Ii	species2	cat	-0.107604369	0.09982551	2657	79	0.284292936	0.899582833	dog	0.973119955
UniRef90_A0A2U2P5G4..Aminoglycoside.N.acetyltransferase.AAC.6.apos...Ii	species2	HMP1-II	-0.244972621	0.285123052	2657	79	0.41849763	0.899582833	dog	0.973119955
UniRef90_A0A2X1JA38..DNA.binding.protein	species2	HMP1-II	-0.810272361	1.518299759	2657	396	0.600304624	1	cat	0.973119955
UniRef90_A0A2X1JA38..DNA.binding.protein	species2	HMP1-II	-1.164028423	1.511029494	2657	396	0.451576902	0.899582833	dog	0.973119955
UniRef90_A0A2X9NMX0..Glutathione.transferase.fosA	species2	cat	-0.033586578	0.037822134	2657	16	0.378505977	0.899582833	dog	0.973119955
UniRef90_A0A2X9NMX0..Glutathione.transferase.fosA	species2	HMP1-II	-0.039820844	0.077464636	2657	16	0.621592336	0.899582833	dog	0.973119955
UniRef90_A0A336QPR1..FmtC.domain.containing.protein	species2	HMP1-II	-0.703588654	0.835493919	2657	140	0.411433938	1	cat	0.973119955
UniRef90_A0A336QPR1..FmtC.domain.containing.protein	species2	cat	-0.082709989	0.130911859	2657	140	0.527628738	0.899582833	dog	0.973119955
UniRef90_A0A336QPR1..FmtC.domain.containing.protein	species2	HMP1-II	-0.786298643	0.830680077	2657	140	0.357419373	0.899582833	dog	0.973119955
UniRef90_A0A376I5A8..Beta.lactamase	species2	HMP1-II	-0.011732926	0.06545338	2657	4	0.859918379	1	cat	0.973119955
UniRef90_A0A376I5A8..Beta.lactamase	species2	cat	-0.00435679	0.015615067	2657	4	0.780368168	0.899582833	dog	0.973119955
UniRef90_A0A376I5A8..Beta.lactamase	species2	HMP1-II	-0.016089708	0.064579673	2657	4	0.806461105	0.899582833	dog	0.973119955
UniRef90_A0A376JWQ4..Beta.lactamase	species2	HMP1-II	-0.494348468	0.949337028	2657	198	0.610370099	1	cat	0.973119955
UniRef90_A0A376JWQ4..Beta.lactamase	species2	cat	-0.14030316	0.200259937	2657	198	0.483840671	0.899582833	dog	0.973119955
UniRef90_A0A376JWQ4..Beta.lactamase	species2	HMP1-II	-0.634651627	0.93946312	2657	198	0.510276775	0.899582833	dog	0.973119955
UniRef90_A0A376P0L5..Beta.lactamase	species2	HMP1-II	-0.9820561	1.489426105	2657	300	0.518740184	1	cat	0.973119955
UniRef90_A0A376P0L5..Beta.lactamase	species2	cat	-0.272221481	0.255881708	2657	300	0.287637737	0.899582833	dog	0.973119955
UniRef90_A0A376P0L5..Beta.lactamase	species2	HMP1-II	-1.254277889	1.479137569	2657	300	0.408842935	0.899582833	dog	0.973119955
UniRef90_A0A377ZRY4..Beta.lactamase	species2	cat	-0.016343647	0.015186079	2657	12	0.284286374	0.899582833	dog	0.973119955
UniRef90_A0A377ZRY4..Beta.lactamase	species2	HMP1-II	-0.016530499	0.019940551	2657	12	0.417995118	0.899582833	dog	0.973119955
UniRef90_A0A3A1YQQ5..Beta.lactamase	species2	cat	-0.007572182	0.045527877	2657	44	0.867918055	0.932310976	dog	0.973119955
UniRef90_A0A3A6YNR6..Phosphatidylglycerol.lysyltransferase	species2	HMP1-II	-0.3898814	1.277126553	2657	53	0.766213442	1	cat	0.973119955
UniRef90_A0A3A6YNR6..Phosphatidylglycerol.lysyltransferase	species2	HMP1-II	-0.400448465	1.2756439	2657	53	0.759856134	0.899582833	dog	0.973119955
UniRef90_A0A3E4UGG9..Tetracycline.efflux.ABC.transporter.Tet.46..subunit.A	species2	cat	-0.005370983	0.020201389	2657	12	0.79035846	0.899582833	dog	0.973119955
UniRef90_A0QZ11..RNA.polymerase.binding.protein.RbpA	species2	cat	-0.006370363	0.011754526	2657	5	0.589264475	0.899582833	dog	0.973119955
UniRef90_A0QZ11..RNA.polymerase.binding.protein.RbpA	species2	HMP1-II	-0.008317069	0.020626317	2657	5	0.693160589	0.899582833	dog	0.973119955
UniRef90_A4ZYU9..Beta.lactamase	species2	HMP1-II	-0.015290868	0.086236526	2657	5	0.861384441	1	cat	0.973119955
UniRef90_A4ZYU9..Beta.lactamase	species2	cat	-0.006048906	0.021144795	2657	5	0.774969051	0.899582833	dog	0.973119955
UniRef90_A4ZYU9..Beta.lactamase	species2	HMP1-II	-0.021339774	0.085019145	2657	5	0.805006109	0.899582833	dog	0.973119955
UniRef90_A5H8A5..Fluoroquinolone.efflux.MFS.transporter.QepA1	species2	HMP1-II	-0.060896123	0.208684246	2657	16	0.773716069	1	cat	0.973119955
UniRef90_A5H8A5..Fluoroquinolone.efflux.MFS.transporter.QepA1	species2	cat	-0.00834111	0.031653337	2657	16	0.792191735	0.899582833	dog	0.973119955
UniRef90_A5H8A5..Fluoroquinolone.efflux.MFS.transporter.QepA1	species2	HMP1-II	-0.069237234	0.207556294	2657	16	0.742562493	0.899582833	dog	0.973119955
UniRef90_A6NA50..QnrB6	species2	HMP1-II	0.003787056	0.024093715	2657	12	0.876278288	1	cat	0.973119955
UniRef90_A6NA50..QnrB6	species2	cat	-0.017619732	0.016149579	2657	12	0.278936458	0.899582833	dog	0.973119955
UniRef90_A6NA50..QnrB6	species2	HMP1-II	-0.013832675	0.020173346	2657	12	0.504099479	0.899582833	dog	0.973119955
UniRef90_A6T8S5..Spermidine.export.protein.MdtJ	species2	cat	-0.047660557	0.053149341	2657	23	0.372247106	0.899582833	dog	0.973119955
UniRef90_A6T8S5..Spermidine.export.protein.MdtJ	species2	HMP1-II	-0.067961606	0.162840443	2657	23	0.689366726	0.899582833	dog	0.973119955
UniRef90_A6T8S6..Spermidine.export.protein.MdtI	species2	cat	-0.044577971	0.036366299	2657	17	0.224972938	0.899582833	dog	0.973119955
UniRef90_A6T8S6..Spermidine.export.protein.MdtI	species2	HMP1-II	-0.045800255	0.051684072	2657	17	0.397351953	0.899582833	dog	0.973119955
UniRef90_A6TF96..Undecaprenyl.phosphate.alpha.4.amino.4.deoxy.L.arabinose.arabinosyl.transferase	species2	HMP1-II	-0.069386377	0.360222444	2657	40	0.849907	1	cat	0.973119955
UniRef90_A6TF96..Undecaprenyl.phosphate.alpha.4.amino.4.deoxy.L.arabinose.arabinosyl.transferase	species2	cat	-0.066287902	0.079718814	2657	40	0.406085604	0.899582833	dog	0.973119955
UniRef90_A6TF96..Undecaprenyl.phosphate.alpha.4.amino.4.deoxy.L.arabinose.arabinosyl.transferase	species2	HMP1-II	-0.135674277	0.356095503	2657	40	0.708895977	0.899582833	dog	0.973119955
UniRef90_A7ZKF6..Multidrug.resistance.protein.MdtG	species2	HMP1-II	-1.229533887	1.813075108	2657	712	0.507224852	1	cat	0.973119955
UniRef90_A7ZKF6..Multidrug.resistance.protein.MdtG	species2	HMP1-II	-2.099081688	1.797301319	2657	712	0.260212752	0.899582833	dog	0.973119955
UniRef90_A8AEE5..Multidrug.resistance.protein.MdtC	species2	HMP1-II	-0.614882249	1.227841248	2657	187	0.62307449	1	cat	0.973119955
UniRef90_A8AEE5..Multidrug.resistance.protein.MdtC	species2	cat	-0.201291229	0.181401685	2657	187	0.267336341	0.899582833	dog	0.973119955
UniRef90_A8AEE5..Multidrug.resistance.protein.MdtC	species2	HMP1-II	-0.816173479	1.221539208	2657	187	0.513356784	0.899582833	dog	0.973119955
UniRef90_A8SPZ5..StrA	species2	HMP1-II	0.335956452	0.527185077	2657	175	0.53422518	1	cat	0.973119955
UniRef90_A8SPZ5..StrA	species2	HMP1-II	-0.361894231	0.518498599	2657	175	0.497238759	0.899582833	dog	0.973119955
UniRef90_A9QXC4..AAC.6.apos...Ib.cr..Fragment.	species2	cat	-0.028668263	0.036452866	2657	9	0.435784461	0.899582833	dog	0.973119955
UniRef90_A9QXC4..AAC.6.apos...Ib.cr..Fragment.	species2	HMP1-II	-0.035390154	0.083182078	2657	9	0.686077046	0.899582833	dog	0.973119955
UniRef90_B0B4B3..Mosaic.tetracycline.resistance.protein	species2	HMP1-II	-0.07830834	0.435601765	2657	126	0.860240198	1	cat	0.973119955
UniRef90_B0B4B3..Mosaic.tetracycline.resistance.protein	species2	HMP1-II	-0.359977842	0.418427372	2657	126	0.407920189	0.899582833	dog	0.973119955
UniRef90_B2RI48..Lipid.A.4.apos..phosphatase	species2	cat	-0.010362192	0.018642862	2657	9	0.579326406	0.899582833	dog	0.973119955
UniRef90_B2RI48..Lipid.A.4.apos..phosphatase	species2	HMP1-II	-0.011270163	0.025175588	2657	9	0.659089798	0.899582833	dog	0.973119955
UniRef90_B3U538..Beta.lactamase.OXA.133	species2	cat	-0.003933268	0.005991688	2657	4	0.516252505	0.899582833	dog	0.973119955
UniRef90_B3U538..Beta.lactamase.OXA.133	species2	HMP1-II	-0.005894567	0.012421092	2657	4	0.657162311	0.899582833	dog	0.973119955
UniRef90_B4EW87..Tetracycline.resistance.protein..MFS.family.transporter.	species2	cat	-0.015737754	0.018679202	2657	9	0.403573023	0.899582833	dog	0.973119955
UniRef90_B4EW87..Tetracycline.resistance.protein..MFS.family.transporter.	species2	HMP1-II	-0.021253602	0.034252277	2657	9	0.553248671	0.899582833	dog	0.973119955
UniRef90_B5M690..Plasmid.mediated.quinolone.resistance.protein	species2	HMP1-II	-0.249624329	0.673586595	2657	39	0.715752854	1	cat	0.973119955
UniRef90_B5M690..Plasmid.mediated.quinolone.resistance.protein	species2	HMP1-II	-0.256118737	0.67283497	2657	39	0.708433943	0.899582833	dog	0.973119955
UniRef90_B7LM77..Undecaprenyl.phosphate.4.deoxy.4.formamido.L.arabinose.transferase	species2	HMP1-II	-0.864660223	1.305704812	2657	397	0.516932468	1	cat	0.973119955
UniRef90_B7LM77..Undecaprenyl.phosphate.4.deoxy.4.formamido.L.arabinose.transferase	species2	cat	-0.263791647	0.224014101	2657	397	0.239234416	0.899582833	dog	0.973119955
UniRef90_B7LM77..Undecaprenyl.phosphate.4.deoxy.4.formamido.L.arabinose.transferase	species2	HMP1-II	-1.12845187	1.296707781	2657	397	0.396896221	0.899582833	dog	0.973119955
UniRef90_B7NL69..Multidrug.resistance.protein.MdtH	species2	HMP1-II	-1.048738053	1.675170902	2657	590	0.539705708	1	cat	0.973119955
UniRef90_B7NL69..Multidrug.resistance.protein.MdtH	species2	cat	-0.400450386	0.314725906	2657	590	0.203586175	0.899582833	dog	0.973119955
UniRef90_B7NL69..Multidrug.resistance.protein.MdtH	species2	HMP1-II	-1.449188438	1.661350151	2657	590	0.395711927	0.899582833	dog	0.973119955
UniRef90_B7TCK2..Bacilysin.exporter.BacE	species2	HMP1-II	-0.333064024	0.863449519	2657	33	0.704239183	1	cat	0.973119955
UniRef90_B7TCK2..Bacilysin.exporter.BacE	species2	HMP1-II	-0.34170636	0.862500265	2657	33	0.69667549	0.899582833	dog	0.973119955
