feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Waltera_intestinalis_SGB4910	housing	Household	-0.919482877	0.564154682	2055	38	0.129375833	0.301830212
Rheinheimera_SGB14999_SGB14999	housing	Household	0.009534178	0.006257367	2055	4	0.127744593	0.301830212
Proteobacteria_SGB3673	housing	Household	-0.169007801	0.102206503	2055	50	0.127951596	0.301830212
Bacteroidetes_SGB104903	housing	Household	-1.74081826	1.076377287	2055	65	0.129635342	0.301830212
Propionibacterium_freudenreichii_SGB15904	housing	Household	0.148294259	0.085808535	2055	26	0.128956	0.301830212
Enterococcus_SGB69986_SGB69986	housing	Household	-3.621251512	2.254586411	2055	141	0.132004277	0.306190372
Oscillospiraceae_SGB105821	housing	Household	-1.035412591	0.64602331	2055	47	0.133871624	0.309358772
Streptococcus_anginosus_SGB8028_group	housing	Household	0.114052183	0.065525435	2055	15	0.135133842	0.311110376
Bifidobacterium_pseudocatenulatum_SGB17237	housing	Household	0.398935086	0.243441423	2055	63	0.136680407	0.312897188
Firmicutes_SGB66046	housing	Household	-1.90145548	1.198717607	2055	213	0.136924215	0.312897188
Clostridium_fessum_SGB4705	housing	Household	0.011675007	0.007910037	2055	4	0.140104286	0.31781009
Bacteroidetes_SGB1586	housing	Household	-0.741183101	0.470695355	2055	55	0.139808642	0.31781009
Odoribacter_splanchnicus_SGB1790	housing	Household	0.030010654	0.018492051	2055	6	0.145043243	0.327808356
Intestinibacter_bartlettii_SGB6140	housing	Household	-0.204018149	0.132298551	2055	32	0.148485032	0.33436228
Proteobacteria_SGB66356	housing	Household	-1.073350261	0.700100866	2055	48	0.149119262	0.334569399
Streptococcus_SGB47641_SGB47641	housing	Household	0.240518445	0.145823657	2055	38	0.150939852	0.336208985
Reinekea_SGB48125_SGB48125	housing	Household	-1.202557889	0.787953074	2055	68	0.150471069	0.336208985
Akkermansia_muciniphila_SGB9226	housing	Household	0.024885735	0.017381304	2055	4	0.152366736	0.33816646
Coriobacteriaceae_SGB71112	housing	Household	-1.640033194	1.085500485	2055	88	0.153910673	0.340368765
Enterococcus_hirae_SGB7970	housing	Household	-1.204377038	0.774692598	2055	194	0.15525036	0.342105257
Acidaminococcus_fermentans_SGB5744	housing	Household	0.003995929	0.002818201	2055	3	0.156371474	0.343349463
Streptococcus_gordonii_SGB8053	housing	Household	0.015643771	0.011063204	2055	4	0.157502906	0.343389728
Caulobacteraceae_SGB69981	housing	Household	-2.830402687	1.883643194	2055	372	0.157427505	0.343389728
Clostridium_baratii_SGB6194	housing	Household	-0.049606848	0.035541829	2055	34	0.162946313	0.354006603
Escherichia_marmotae_SGB10064	housing	Household	1.394552432	0.950866075	2055	72	0.165952998	0.356970047
Streptococcus_parasanguinis_SGB8071	housing	Household	0.008966632	0.006471703	2055	3	0.166046035	0.356970047
Rikenellaceae_SGB2279	housing	Household	-0.157847058	0.106343457	2055	26	0.164967286	0.356970047
Paraprevotella_clara_SGB1798	housing	Household	0.009538704	0.006914567	2055	3	0.167888241	0.357196706
Firmicutes_SGB106198	housing	Household	0.049124066	0.02920616	2055	9	0.1674144	0.357196706
Firmicutes_SGB106383	housing	Household	-1.375589643	0.942299257	2055	69	0.167471359	0.357196706
Collinsella_SGB47280_SGB47280	housing	Household	0.360471318	0.241822737	2055	166	0.16944315	0.35781735
Bacteroides_cellulosilyticus_SGB1844	housing	Household	0.045046298	0.030500226	2055	6	0.169695711	0.35781735
Clostridium_thermobutyricum_SGB6193	housing	Household	0.75198996	0.516253791	2055	92	0.169919746	0.35781735
Enterobacter_asburiae_SGB10141	housing	Household	0.007909221	0.005783534	2055	3	0.171605408	0.358474067
Coprobacillus_cateniformis_SGB6771	housing	Household	0.005988726	0.004393778	2055	3	0.173031512	0.358474067
Haemophilus_SGB66626_SGB66626	housing	Household	-2.142997834	1.487271405	2055	637	0.173136583	0.358474067
Fournierella_massiliensis_SGB15280	housing	Household	-1.941610377	1.343076555	2055	1157	0.173083097	0.358474067
Gordonibacter_pamelaeae_SGB14807	housing	Household	0.0223201	0.014979904	2055	2	0.172600206	0.358474067
Clostridium_tertium_SGB6183	housing	Household	0.206685292	0.141978294	2055	36	0.173871571	0.358791837
Bacteroidetes_SGB104875	housing	Household	-1.541850657	1.077392908	2055	72	0.175513298	0.359836082
Tannerellaceae_SGB104878	housing	Household	-1.006974247	0.703635338	2055	41	0.175544021	0.359836082
Drancourtella_sp_An57_SGB4619	housing	Household	0.010248678	0.007601119	2055	3	0.177706879	0.363063392
Bacteroides_fragilis_SGB1853	housing	Household	0.022326604	0.016630187	2055	5	0.179571101	0.364458453
Bacteroidetes_SGB2164	housing	Household	-1.518588108	1.065807238	2055	46	0.179204175	0.364458453
Parabacteroides_distasonis_SGB1934	housing	Household	0.681628512	0.480852213	2055	144	0.185092876	0.373210146
Oscillospiraceae_SGB63183	housing	Household	-0.939626162	0.668310542	2055	63	0.184948002	0.373210146
Megasphaera_stantonii_SGB5854	housing	Household	0.010453824	0.007910977	2055	4	0.186504341	0.3748312
Dorea_formicigenerans_SGB4575	housing	Household	-0.322217136	0.23159757	2055	46	0.188218541	0.37704818
Anaerotruncus_colihominis_SGB14963	housing	Household	0.004847015	0.003692254	2055	3	0.189413069	0.378197337
Baileyella_intestinalis_SGB3928	housing	Household	0.010772423	0.008217206	2055	3	0.190018111	0.378197337
Allisonella_histaminiformans_SGB5843	housing	Household	-1.622106037	1.192145773	2055	495	0.196001709	0.386421786
Lachnospiraceae_SGB5089	housing	Household	0.056521132	0.040109391	2055	4	0.196029204	0.386421786
Dorea_phocaeensis_SGB4572	housing	Household	-1.268806687	0.920680741	2055	710	0.19550234	0.386421786
Anaerobutyricum_soehngenii_SGB4537	housing	Household	0.079852533	0.058493016	2055	10	0.199743773	0.39206241
Clostridiaceae_bacterium_Marseille_Q3526_SGB4703	housing	Household	2.088943387	1.532355169	2055	1464	0.200161522	0.39206241
Bifidobacterium_SGB65684_SGB65684	housing	Household	-2.290423109	1.723622489	2055	202	0.207849281	0.405832298
Peptostreptococcaceae_SGB71712	housing	Household	-1.435026441	1.081080941	2055	581	0.210017381	0.408772
Blautia_producta_SGB4791	housing	Household	2.767916019	2.075937417	2055	1528	0.210728002	0.408865337
Mogibacterium_sp_NSJ_24_SGB3961	housing	Household	0.015267199	0.010662635	2055	4	0.21218695	0.41040548
Clostridium_sp_AM42_4_SGB4709	housing	Household	-0.198313616	0.152138542	2055	45	0.215157972	0.414851465
Coprococcus_comes_SGB4577	housing	Household	0.007840509	0.006349322	2055	3	0.217024799	0.417147355
Firmicutes_SGB4119	housing	Household	0.200677445	0.154572769	2055	12	0.219122453	0.419871285
Clostridium_saudiense_SGB6178	housing	Household	-0.69185597	0.540897812	2055	202	0.222858584	0.425708194
Hydrogenoanaerobacterium_saccharovorans_SGB15350	housing	Household	0.00247718	0.002038391	2055	2	0.224405714	0.426871079
Agathobaculum_desmolans_SGB14989	housing	Household	-0.288619035	0.226129336	2055	35	0.224851055	0.426871079
Lachnospira_eligens_SGB5082	housing	Household	-0.413150003	0.323765608	2055	45	0.226341787	0.428383076
Formosa_SGB1638_SGB1638	housing	Household	0.16519885	0.126433994	2055	57	0.229529796	0.430455574
Terrisporobacter_mayombei_SGB65115	housing	Household	0.437714122	0.344141575	2055	144	0.229393513	0.430455574
Fusobacteriaceae_SGB6286	housing	Household	0.002606967	0.002166698	2055	2	0.229038366	0.430455574
Lachnospiraceae_SGB105310	housing	Household	-0.643112077	0.515054518	2055	49	0.23308858	0.435805012
Eubacterium_siraeum_SGB4198	housing	Household	0.002769991	0.002330641	2055	2	0.234769952	0.436891892
Plesiomonas_shigelloides_SGB9937	housing	Household	0.78311958	0.628351197	2055	4	0.235086075	0.436891892
Lachnospiraceae_SGB106089	housing	Household	-0.40077927	0.323377758	2055	22	0.236609501	0.438402588
Prevotella_lascolaii_SGB1585	housing	Household	0.004505409	0.00343806	2055	2	0.237934126	0.439463795
Hungatella_hathewayi_SGB4742	housing	Household	0.029959391	0.023592033	2055	2	0.239147916	0.439463795
Proteobacteria_SGB107008	housing	Household	-0.882681709	0.716790138	2055	50	0.239319019	0.439463795
Megamonas_funiformis_SGB6962	housing	Household	2.690830418	2.187618879	2055	1447	0.240947514	0.441141293
Enterocloster_citroniae_SGB4761	housing	Household	0.003241704	0.002586297	2055	1	0.24426804	0.442592313
Phocaeicola_sartorii_SGB1813	housing	Household	0.003396396	0.002713909	2055	1	0.244609364	0.442592313
Holdemania_filiformis_SGB4046	housing	Household	0.003396396	0.002713909	2055	1	0.244609366	0.442592313
Longicatena_caecimuris_SGB4041	housing	Household	0.003241704	0.002586297	2055	1	0.244268035	0.442592313
Victivallis_vadensis_SGB9202	housing	Household	-0.332856409	0.273168875	2055	15	0.245362688	0.442657247
Bacteroidaceae_SGB65710	housing	Household	-3.340197928	2.73956732	2055	577	0.247768719	0.445694752
Peptostreptococcus_canis_SGB77430	housing	Household	0.234027924	0.066663143	2055	55	0.251278674	0.450694599
Bifidobacterium_longum_SGB17248	housing	Household	-0.640192933	0.533548248	2055	207	0.253531345	0.450803574
Desulfovibrio_SGB5077_SGB5077	housing	Household	-0.654076295	0.544472694	2055	25	0.253131022	0.450803574
Firmicutes_SGB5184	housing	Household	-0.865360571	0.723230884	2055	236	0.253073199	0.450803574
Bacteroides_fragilis_SGB1855	housing	Household	1.073399395	0.113238939	2055	129	0.254954095	0.452030679
Barnesiella_intestinihominis_SGB1965	housing	Household	0.081228931	0.045967334	2055	16	0.259326264	0.456230457
Clostridium_sp_AT4_SGB4753	housing	Household	2.213030766	1.870543729	2055	1642	0.258644742	0.456230457
Eubacterium_maltosivorans_SGB4078	housing	Household	-0.30570638	0.25976001	2055	61	0.259541151	0.456230457
Lachnospiraceae_bacterium_SGB4953	housing	Household	0.001970943	0.001631804	2055	1	0.260292429	0.456251219
Eubacterium_rectale_SGB4933	housing	Household	-0.062175349	0.052650804	2055	5	0.263087693	0.4585455
Lachnospiraceae_SGB5234	housing	Household	-0.086867189	0.073954669	2055	14	0.263075843	0.4585455
Erysipelotrichaceae_bacterium_7770_A6_SGB6836	housing	Household	-0.418561657	0.361078565	2055	64	0.266568125	0.461019799
Clostridium_sp_AM33_3_SGB4711	housing	Household	-0.043375091	0.037326887	2055	15	0.267606922	0.461019799
Clostridium_SGB4750_SGB4750	housing	Household	0.003888068	0.003503843	2055	2	0.26727622	0.461019799
Adlercreutzia_equolifaciens_SGB14798	housing	Household	-0.161620659	0.137950952	2055	15	0.266922171	0.461019799
Lachnospiraceae_SGB71664	housing	Household	-0.426196247	0.366259419	2055	124	0.268243287	0.461019799
Gemmiger_SGB15295_SGB15295	housing	Household	-0.315561973	0.274186093	2055	24	0.270485502	0.463582097
Ruminococcus_gnavus_SGB4584	housing	Household	1.922144661	1.66434496	2055	1961	0.276125979	0.4710895
Limosilactobacillus_oris_SGB7093	housing	Household	-0.078112791	0.068523018	2055	22	0.276392867	0.4710895
Clostridia_unclassified_SGB105802	housing	Household	-0.638045316	0.563207691	2055	101	0.27761855	0.471875056
Enterorhabdus_sp_P55_SGB42958	housing	Household	-0.781496642	0.690117976	2055	35	0.280350836	0.475210071
Candidatus_Borkfalkiaceae_SGB106137	housing	Household	-0.69256321	0.624367259	2055	36	0.286814249	0.484833949
Streptococcaceae_SGB65949	housing	Household	-1.212089173	1.099074867	2055	41	0.291849645	0.491997898
Megasphaera_sp_AM44_1BH_SGB5853	housing	Household	0.005340504	0.005082335	2055	2	0.293475358	0.493390453
Veillonella_SGB65959_SGB65959	housing	Household	-1.172551167	1.084624918	2055	72	0.298652288	0.500729516
Alistipes_senegalensis_SGB2296	housing	Household	-0.457725857	0.423570029	2055	12	0.302059465	0.50506962
Mycoplasmoidaceae_SGB106612	housing	Household	-0.515834355	0.48245996	2055	40	0.303515868	0.506133218
Bacteroidetes_SGB2071	housing	Household	0.000876424	0.000979276	2055	1	0.370907206	0.515427356
Prevotella_copri_clade_A_SGB1626	housing	Household	-2.287784609	2.256188709	2055	1612	0.329872483	0.515427356
Veillonellaceae_SGB5809	housing	Household	0.000876424	0.000979276	2055	1	0.370907206	0.515427356
Dorea_sp_AF36_15AT_SGB4552	housing	Household	0.000876424	0.000979276	2055	1	0.370907206	0.515427356
Blautia_faecis_SGB4820	housing	Household	0.000876424	0.000979276	2055	1	0.370907206	0.515427356
Oscillospiraceae_SGB15119	housing	Household	0.000876424	0.000979276	2055	1	0.370907205	0.515427356
Coprococcus_catus_SGB4670	housing	Household	0.000876424	0.000979276	2055	1	0.370907206	0.515427356
Faecalibacterium_prausnitzii_SGB15342	housing	Household	0.000876424	0.000979276	2055	1	0.370907205	0.515427356
Blautia_massiliensis_SGB4826	housing	Household	0.000876424	0.000979276	2055	1	0.370907205	0.515427356
Dorea_longicatena_SGB4582	housing	Household	0.000876424	0.000979276	2055	1	0.370907206	0.515427356
Holdemanella_biformis_SGB6806	housing	Household	0.000876424	0.000979276	2055	1	0.370907205	0.515427356
Clostridiaceae_bacterium_Marseille_Q4143_SGB4768	housing	Household	0.000876424	0.000979276	2055	1	0.370907205	0.515427356
Coprococcus_SGB4669_SGB4669	housing	Household	0.000876424	0.000979276	2055	1	0.370907205	0.515427356
Clostridium_sp_AF34_10BH_SGB4914	housing	Household	0.000876424	0.000979276	2055	1	0.370907206	0.515427356
Vescimonas_coprocola_SGB15089	housing	Household	0.000876424	0.000979276	2055	1	0.370907206	0.515427356
Bacteroides_nordii_SGB1858	housing	Household	0.008730907	0.008829849	2055	2	0.322880203	0.515427356
Faecalibacterium_prausnitzii_SGB15318	housing	Household	0.0072799	0.007220802	2055	2	0.313484758	0.515427356
Lachnospiraceae_bacterium_OM04_12BH_SGB4893	housing	Household	0.000876424	0.000979276	2055	1	0.370907206	0.515427356
Blautia_faecicola_SGB4867	housing	Household	0.000876424	0.000979276	2055	1	0.370907205	0.515427356
Streptococcus_salivarius_SGB8007_group	housing	Household	0.042340167	0.028547109	2055	9	0.347191869	0.515427356
Desulfovibrio_piger_SGB15467	housing	Household	-0.52020443	0.514563441	2055	48	0.330020758	0.515427356
Prevotellaceae_SGB1657	housing	Household	-0.280383863	0.301610195	2055	4	0.370517	0.515427356
Bifidobacterium_dentium_SGB17234	housing	Household	0.000876424	0.000979276	2055	1	0.370907206	0.515427356
Firmicutes_SGB6367	housing	Household	-0.241745575	0.22690047	2055	13	0.310525436	0.515427356
Faecalibacillus_intestinalis_SGB6754	housing	Household	-1.048358385	1.018694659	2055	369	0.322058025	0.515427356
Agathobaculum_butyriciproducens_SGB14993	housing	Household	0.000876424	0.000979276	2055	1	0.370907205	0.515427356
Lacrimispora_celerecrescens_SGB4868	housing	Household	0.000876424	0.000979276	2055	1	0.370907205	0.515427356
Butyricicoccus_sp_AM29_23AC_SGB14991	housing	Household	0.000876424	0.000979276	2055	1	0.370907205	0.515427356
Blautia_stercoris_SGB4788	housing	Household	0.000876424	0.000979276	2055	1	0.370907205	0.515427356
Streptococcus_mitis_SGB8168	housing	Household	0.000876424	0.000979276	2055	1	0.370907205	0.515427356
Leuconostoc_lactis_SGB7121_group	housing	Household	-1.217465789	1.250720919	2055	26	0.350914137	0.515427356
Clostridium_sp_AF20_17LB_SGB4714	housing	Household	0.000876424	0.000979276	2055	1	0.370907205	0.515427356
Collinsella_SGB14351_SGB14351	housing	Household	0.000876424	0.000979276	2055	1	0.370907205	0.515427356
Streptococcus_sanguinis_SGB8047_group	housing	Household	0.000876424	0.000979276	2055	1	0.370907205	0.515427356
Blautia_obeum_SGB4809	housing	Household	0.000876424	0.000979276	2055	1	0.370907205	0.515427356
Blautia_schinkii_SGB4825	housing	Household	0.000876424	0.000979276	2055	1	0.370907205	0.515427356
Streptococcus_australis_SGB8059_group	housing	Household	0.000876424	0.000979276	2055	1	0.370907206	0.515427356
Alistipes_putredinis_SGB2318	housing	Household	-0.940330692	0.901161238	2055	65	0.315403311	0.515427356
Ruminococcaceae_bacterium_AM28_23LB_SGB14974	housing	Household	-0.137406408	0.146692433	2055	5	0.368684161	0.515427356
Oscillospiraceae_SGB4420	housing	Household	0.000876424	0.000979276	2055	1	0.370907205	0.515427356
Phascolarctobacterium_faecium_SGB5792	housing	Household	0.199355221	0.048284443	2055	25	0.343515374	0.515427356
Clostridium_sp_AM22_11AC_SGB4749	housing	Household	0.007827738	0.007827716	2055	2	0.317426994	0.515427356
Firmicutes_SGB14311	housing	Household	0.000876424	0.000979276	2055	1	0.370907206	0.515427356
Clostridiaceae_bacterium_SGB4269	housing	Household	-0.096071457	0.095669636	2055	11	0.334179449	0.515427356
Clostridium_disporicum_SGB6172	housing	Household	-1.003486166	0.967895164	2055	41	0.319761412	0.515427356
Dialister_invisus_SGB5825_group	housing	Household	0.000876424	0.000979276	2055	1	0.370907205	0.515427356
Anaerostipes_hadrus_SGB4547	housing	Household	0.000876424	0.000979276	2055	1	0.370907206	0.515427356
Bacteroides_clarus_SGB1832	housing	Household	0.000876424	0.000979276	2055	1	0.370907206	0.515427356
Eubacterium_tenue_SGB6145	housing	Household	-0.603503884	0.596429404	2055	68	0.360164328	0.515427356
Phocaeicola_coprophilus_SGB1888	housing	Household	-1.531534944	1.547923788	2055	513	0.341562767	0.515427356
Firmicutes_SGB14906	housing	Household	0.000876424	0.000979276	2055	1	0.370907205	0.515427356
Firmicutes_SGB79798	housing	Household	0.000876424	0.000979276	2055	1	0.370907205	0.515427356
Actinobacteria_SGB53822	housing	Household	0.000876424	0.000979276	2055	1	0.370907206	0.515427356
Blautia_SGB15070_SGB15070	housing	Household	-0.718297883	0.715985577	2055	58	0.333308773	0.515427356
Oscillospiraceae_SGB53514	housing	Household	0.000876424	0.000979276	2055	1	0.370907205	0.515427356
Lachnospiraceae_SGB105947	housing	Household	-1.195159166	1.196533021	2055	175	0.33620381	0.515427356
Bittarella_massiliensis_SGB95006	housing	Household	-0.106387292	0.104996483	2055	24	0.333833371	0.515427356
Dielma_fastidiosa_SGB4031	housing	Household	0.000876424	0.000979276	2055	1	0.370907205	0.515427356
Clostridia_unclassified_SGB3964	housing	Household	0.000876424	0.000979276	2055	1	0.370907206	0.515427356
Eisenbergiella_massiliensis_SGB4987	housing	Household	0.000876424	0.000979276	2055	1	0.370907206	0.515427356
Cryobacterium_SGB4870_SGB4870	housing	Household	-2.289564132	2.254785825	2055	1424	0.331475564	0.515427356
Enterobacteriaceae_SGB48439	housing	Household	-1.977956249	1.90005367	2055	674	0.31701536	0.515427356
Butyricimonas_faecihominis_SGB1786	housing	Household	0.000876424	0.000979276	2055	1	0.370907206	0.515427356
Akkermansia_muciniphila_SGB9228	housing	Household	0.000876424	0.000979276	2055	1	0.370907205	0.515427356
Acidaminococcus_intestini_SGB5736	housing	Household	0.000876424	0.000979276	2055	1	0.370907205	0.515427356
Gordonibacter_urolithinfaciens_SGB14808	housing	Household	0.000876424	0.000979276	2055	1	0.370907205	0.515427356
Firmicutes_bacterium_AM41_11_SGB6817	housing	Household	0.000876424	0.000979276	2055	1	0.370907204	0.515427356
Firmicutes_SGB53574	housing	Household	0.000876424	0.000979276	2055	1	0.370907206	0.515427356
Fusobacteria_SGB47248	housing	Household	-1.551126498	1.657007056	2055	324	0.367098705	0.515427356
Bacteroidetes_SGB65685	housing	Household	-1.968551872	1.967203016	2055	186	0.335420827	0.515427356
Lachnospiraceae_SGB106013	housing	Household	-0.759923763	0.79925557	2055	75	0.358454503	0.515427356
Enorma_burkinafasonensis_SGB86218	housing	Household	0.000876424	0.000979276	2055	1	0.370907206	0.515427356
Helicobacter_winghamensis_SGB19399	housing	Household	-0.298478	0.287773627	2055	52	0.318864326	0.515427356
Lachnospiraceae_bacterium_NSJ_12_SGB6077	housing	Household	-0.540210159	0.507538961	2055	189	0.313445028	0.515427356
Clostridia_unclassified_SGB5197	housing	Household	-0.047199141	0.048063591	2055	27	0.376325338	0.520611511
Bacteroidetes_SGB1803	housing	Household	-1.437949165	1.568346368	2055	157	0.376211154	0.520611511
Weissella_confusa_SGB7115	housing	Household	-0.560895227	0.596667121	2055	36	0.378958482	0.520751411
Firmicutes_SGB6461	housing	Household	-0.317372073	0.347620668	2055	7	0.378684537	0.520751411
Actinomyces_weissii_SGB93067	housing	Household	0.19117135	0.209651453	2055	98	0.378932476	0.520751411
Firmicutes_SGB105985	housing	Household	-0.315413374	0.345876188	2055	168	0.382264618	0.524127265
Flavonifractor_SGB105860_SGB105860	housing	Household	-1.106597269	1.225950268	2055	135	0.383893596	0.525193678
Firmicutes_SGB105320	housing	Household	-0.344669051	0.387558997	2055	26	0.389197845	0.53127228
Ligilactobacillus_saerimneri_SGB7085	housing	Household	-0.49799674	0.562969437	2055	52	0.391611874	0.533387475
Prevotella_sp_P4_51_SGB1666	housing	Household	-0.097682739	0.110517473	2055	3	0.393919511	0.535348763
Alistipes_ihumii_SGB2328	housing	Household	-0.179757161	0.206108904	2055	13	0.398439163	0.540301019
Clostridiaceae_SGB106059	housing	Household	-0.271620543	0.310751676	2055	49	0.400526698	0.54194073
Firmicutes_SGB47238	housing	Household	-1.299775318	1.502331627	2055	134	0.402988994	0.544079232
Imtechella_halotolerans_SGB2930	housing	Household	-0.054162875	0.062887857	2055	37	0.404771023	0.545227119
Firmicutes_unclassified_SGB105436	housing	Household	-0.440836284	0.511597104	2055	48	0.40560656	0.545227119
Corynebacterium_canis_SGB86814	housing	Household	0.190801562	0.222869111	2055	136	0.409046945	0.548656446
Clostridiales_bacterium_SGB15143	housing	Household	-0.085878023	0.101052863	2055	17	0.410925161	0.549980097
Lachnospiraceae_SGB105952	housing	Household	-0.050128013	0.059046504	2055	10	0.413292252	0.551950908
Faecalibacterium_prausnitzii_SGB15332	housing	Household	-0.021992594	0.027249938	2055	1	0.434533984	0.559723358
Clostridiaceae_bacterium_Marseille_Q4145_SGB4769	housing	Household	-0.021992595	0.027249938	2055	1	0.434533986	0.559723358
Intestinimonas_gabonensis_SGB79840	housing	Household	-0.100206658	0.123172525	2055	7	0.430389784	0.559723358
Prevotella_copri_clade_C_SGB1644	housing	Household	-0.021992593	0.027249938	2055	1	0.434533994	0.559723358
Prevotella_SGB1680_SGB1680	housing	Household	-0.021992594	0.027249938	2055	1	0.434534017	0.559723358
Rikenellaceae_SGB4327	housing	Household	-0.021992594	0.027249938	2055	1	0.43453401	0.559723358
Victivallis_lenta_SGB9203	housing	Household	-0.074849602	0.090004096	2055	6	0.42078676	0.559723358
Coriobacteriaceae_SGB72489	housing	Household	-0.073033798	0.090522331	2055	2	0.434457784	0.559723358
Erysipelotrichaceae_SGB6837	housing	Household	-0.021992592	0.027249938	2055	1	0.434534003	0.559723358
Lachnospiraceae_SGB5239	housing	Household	-0.051888677	0.064320008	2055	2	0.434469116	0.559723358
Firmicutes_SGB14868	housing	Household	-0.260210025	0.319133535	2055	13	0.428949064	0.559723358
Staphylococcaceae_SGB79883	housing	Household	-0.032066219	0.03962772	2055	5	0.433540659	0.559723358
Phocea_massiliensis_SGB14837	housing	Household	0.214927504	0.259833997	2055	80	0.428261118	0.559723358
Firmicutes_SGB96695	housing	Household	-0.472047079	0.578419977	2055	34	0.428359923	0.559723358
Oscillospiraceae_SGB105706	housing	Household	-0.761712387	0.921693784	2055	138	0.424418644	0.559723358
Desulfovibrionaceae_SGB58382	housing	Household	-0.08719684	0.107687777	2055	11	0.432252321	0.559723358
Stenotrophomonas_maltophilia_SGB12450	housing	Household	-0.177124585	0.216927479	2055	27	0.428139218	0.559723358
Candidatus_Metaruminococcus_gallistercoris_SGB14870	housing	Household	-0.03884556	0.048272104	2055	7	0.436192615	0.560689257
Alistipes_finegoldii_SGB2301	housing	Household	-0.027987934	0.034907718	2055	3	0.438806084	0.562875996
Lactobacillaceae_SGB106569	housing	Household	-0.228633176	0.287358794	2055	25	0.439926318	0.563142196
Faecalibacterium_prausnitzii_SGB15316	housing	Household	-0.008624255	0.010865166	2055	2	0.444486983	0.566107837
Bacteria_unclassified_SGB14341	housing	Household	-0.009122219	0.011502863	2055	2	0.444995625	0.566107837
Limosilactobacillus_ingluviei_SGB7105	housing	Household	-0.233282745	0.296443852	2055	30	0.444825808	0.566107837
Buchananella_hordeovulneris_SGB15930	housing	Household	0.12295435	0.156815352	2055	58	0.447979706	0.568731438
Prevotella_copri_clade_D_SGB1636	housing	Household	-0.002393907	0.003101096	2055	1	0.460606875	0.571409326
Clostridiales_Family_XIII_bacterium_BX16_SGB3957	housing	Household	-0.002393907	0.003101097	2055	1	0.460607009	0.571409326
Coprobacter_secundus_SGB1962	housing	Household	-0.002393907	0.003101097	2055	1	0.460607008	0.571409326
Firmicutes_SGB14182	housing	Household	-0.002393907	0.003101097	2055	1	0.460607011	0.571409326
Lactobacillaceae_SGB6305	housing	Household	-0.016217792	0.021205995	2055	3	0.461345822	0.571409326
Alistipes_dispar_SGB2311	housing	Household	-0.186838647	0.244377868	2055	25	0.457982987	0.571409326
Lachnotalea_sp_AF33_28_SGB5200	housing	Household	-0.002393907	0.003101096	2055	1	0.460606869	0.571409326
Enterocloster_lavalensis_SGB4725	housing	Household	-0.011220286	0.014560854	2055	3	0.458394645	0.571409326
Rhodobacteraceae_SGB9347	housing	Household	-0.117005088	0.153910774	2055	11	0.461322511	0.571409326
Neobittarella_massiliensis_SGB7264	housing	Household	-0.17755396	0.232558622	2055	50	0.46212845	0.571409326
Neglectibacter_timonensis_SGB14851	housing	Household	-0.002393907	0.003101097	2055	1	0.460607007	0.571409326
Christensenellaceae_bacterium_NSJ_63_SGB14127	housing	Household	-0.002393907	0.003101097	2055	1	0.460607008	0.571409326
Candidatus_Borkfalkia_ceftriaxoniphila_SGB14027	housing	Household	-0.002393907	0.003101097	2055	1	0.460607006	0.571409326
Firmicutes_SGB4303	housing	Household	-0.00153336	0.002034918	2055	1	0.474043843	0.572377791
Clostridium_sp_AM49_4BH_SGB4652	housing	Household	-0.00153336	0.002034918	2055	1	0.474043843	0.572377791
Roseburia_SGB4939_SGB4939	housing	Household	-0.00153336	0.002034917	2055	1	0.474043792	0.572377791
Ruminococcus_callidus_SGB4422	housing	Household	0.005196546	0.007096744	2055	2	0.464103416	0.572377791
Firmicutes_SGB15368	housing	Household	-0.00153336	0.002034918	2055	1	0.474043842	0.572377791
Firmicutes_SGB14891	housing	Household	-0.00153336	0.002034917	2055	1	0.474043795	0.572377791
Bacteroidetes_SGB1808	housing	Household	-1.809098767	2.402976591	2055	975	0.466325449	0.572377791
Fusobacteria_SGB6028_group	housing	Household	1.614671346	2.161120073	2055	1122	0.468816828	0.572377791
Coprobacter_fastidiosus_SGB1963	housing	Household	-0.015714867	0.021005285	2055	4	0.471455859	0.572377791
Christensenella_minuta_SGB14142	housing	Household	-0.014502856	0.019190234	2055	2	0.470085917	0.572377791
Oxalobacteraceae_SGB70926	housing	Household	-1.3371284	1.786337723	2055	304	0.468659037	0.572377791
Enterobacteriaceae_SGB1818	housing	Household	-1.992294759	2.676346738	2055	1389	0.469975601	0.572377791
Firmicutes_SGB77276	housing	Household	0.305508375	0.415617909	2055	66	0.476489178	0.574206685
Lachnospiraceae_bacterium_SGB4781	housing	Household	0.004417639	0.00623591	2055	2	0.478765267	0.574890775
Lactococcus_petauri_SGB7980	housing	Household	-0.754199689	1.031235604	2055	11	0.478920354	0.574890775
Firmicutes_SGB5749	housing	Household	-1.068365875	1.491572935	2055	672	0.486702783	0.583098286
Firmicutes_SGB4304	housing	Household	-0.196794227	0.275297113	2055	30	0.488861189	0.584549134
Eubacterium_ventriosum_SGB5045	housing	Household	-0.038275078	0.053963509	2055	7	0.492829381	0.58701878
Proteobacteria_SGB66516	housing	Household	-0.912886705	1.288558148	2055	103	0.492059363	0.58701878
Ruminococcus_bromii_SGB4285	housing	Household	0.003551169	0.005251753	2055	3	0.49899784	0.590943699
