"","feature","metadata","value","coef","stderr","N","N.not.0","pval","qval","reference","fdr.pval"
"153","UniRef90_Q4LAM4..NimE.nitroimidazole.reductase..Fragment.","species","human",0.040569290874685,0.0243481626881922,2874,8,0.128107723448241,0.683983845193217,"dog",0.77115825683549
"154","UniRef90_P33941..ABC.transporter.ATP.binding.permease.protein.YojI","species","dog",0.450740383500358,0.310366344338775,2874,731,0.146705261651622,0.790149391702594,"cat",0.877373675202233
"155","UniRef90_P39386..Multidrug.resistance.protein.MdtM","species","dog",0.312126732113199,0.218851954869695,2874,253,0.154455106693556,0.824655960955162,"cat",0.917762279127517
"156","UniRef90_P52600..Probable.multidrug.resistance.protein.EmrY","species","dog",0.386860879547434,0.276087862556035,2874,631,0.161455437292755,0.85460033187717,"cat",0.95320806247838
"157","UniRef90_P76373..UDP.glucose.6.dehydrogenase","species","dog",0.34052027951486,0.24466906680016,2874,418,0.164341094312792,0.862439588957726,"cat",0.964064636064213
"158","UniRef90_A0A059N1L2..Transporter..major.facilitator.family.protein","species","dog",0.0263706539641058,0.0755125732656021,2874,48,0.726986515576672,0.999999999999965,"cat",0.967292784083698
"159","UniRef90_A0A059N1L2..Transporter..major.facilitator.family.protein","species","human",-0.143265179967851,0.454092369752918,2874,48,0.756259483399101,0.999999999999965,"cat",0.967292784083698
"160","UniRef90_A0A059N1L2..Transporter..major.facilitator.family.protein","species","human",-0.169635803537708,0.450972558100355,2874,48,0.711613760484495,0.889964893625043,"dog",0.967292784083698
"161","UniRef90_A0A068NXG4..NO_NAME","species","human",-0.311248107130167,1.40260254445299,2874,16,0.826550223340551,0.999999999999965,"cat",0.967292784083698
"162","UniRef90_A0A068NXG4..NO_NAME","species","human",-0.31188428032199,1.40246961414533,2874,16,0.826186406173613,0.889964893625043,"dog",0.967292784083698
"163","UniRef90_A0A086ZQ37..DNA.directed.RNA.polymerase.subunit.beta","species","human",1.45820876702367,3.04717109714646,2874,690,0.637483881070566,0.999999999999965,"cat",0.967292784083698
"164","UniRef90_A0A086ZQ37..DNA.directed.RNA.polymerase.subunit.beta","species","human",-3.34982078567203,3.04077999492178,2874,690,0.283887114023318,0.889964893625043,"dog",0.967292784083698
"165","UniRef90_A0A0B6EN45..Arabinose.efflux.permease.family.protein","species","dog",0.00713505569778485,0.00853875669497867,2874,7,0.411474982706417,0.999999999999965,"cat",0.967292784083698
"166","UniRef90_A0A0B6EN45..Arabinose.efflux.permease.family.protein","species","human",-0.00854621265896375,0.0133386443280179,2874,7,0.558855973208506,0.889964893625043,"dog",0.967292784083698
"167","UniRef90_A0A0F2CTG7..ABC.transporter.ATP.binding.protein.permease","species","dog",0.00416223821491985,0.0139380100553325,2874,6,0.765247801792636,0.999999999999965,"cat",0.967292784083698
"168","UniRef90_A0A0G3BFV1..Transcriptional.regulator.CmeR","species","dog",0.00937929623198133,0.0144723179729049,2874,8,0.518844971578431,0.999999999999965,"cat",0.967292784083698
"169","UniRef90_A0A0G3BFV1..Transcriptional.regulator.CmeR","species","human",-0.00519479820677355,0.033107599492305,2874,8,0.877726185583525,0.999999999999965,"cat",0.967292784083698
"170","UniRef90_A0A0G3BFV1..Transcriptional.regulator.CmeR","species","human",-0.0145740943973833,0.0313086302925382,2874,8,0.650544322860594,0.889964893625043,"dog",0.967292784083698
"171","UniRef90_A0A0G4E6H7..Chloramphenicol.florfenicol.efflux.MFS.transporter.FloR","species","dog",0.0256392051575678,0.0531329422683494,2874,41,0.629634898698506,0.999999999999965,"cat",0.967292784083698
"172","UniRef90_A0A0G4E6H7..Chloramphenicol.florfenicol.efflux.MFS.transporter.FloR","species","human",-0.0720673037270779,0.227190680216226,2874,41,0.754707739951615,0.999999999999965,"cat",0.967292784083698
"173","UniRef90_A0A0G4E6H7..Chloramphenicol.florfenicol.efflux.MFS.transporter.FloR","species","human",-0.0977065088827154,0.224082202795723,2874,41,0.668204147905629,0.889964893625043,"dog",0.967292784083698
"174","UniRef90_A0A0H3H1V9..Aminoglycoside.N.3..acetyltransferase","species","dog",0.0285150496909424,0.0910326823015987,2874,69,0.754133587651251,0.999999999999965,"cat",0.967292784083698
"175","UniRef90_A0A0H3H1V9..Aminoglycoside.N.3..acetyltransferase","species","human",-0.289368813429873,0.701204346356347,2874,69,0.685031743663892,0.999999999999965,"cat",0.967292784083698
"176","UniRef90_A0A0H3H1V9..Aminoglycoside.N.3..acetyltransferase","species","human",-0.317883864132364,0.698254023680015,2874,69,0.654807969674181,0.889964893625043,"dog",0.967292784083698
"177","UniRef90_A0A0H4JQQ7..Erythromycin.esterase.protein","species","dog",0.0104671989550583,0.0390211078769134,2874,29,0.788530367586524,0.999999999999965,"cat",0.967292784083698
"178","UniRef90_A0A0K1TBR6..Ribosomal.RNA.large.subunit.methyltransferase.Cfr","species","human",-0.13139989987803,0.165239814181686,2874,52,0.439188876850239,0.889964893625043,"dog",0.967292784083698
"179","UniRef90_A0A0K9ES31..Tetracycline.resistance.protein","species","dog",0.00887741427673287,0.0119989723649435,2874,6,0.462490012926077,0.999999999999965,"cat",0.967292784083698
"180","UniRef90_A0A0K9ES31..Tetracycline.resistance.protein","species","human",-0.0119868912577802,0.0221036787278513,2874,6,0.601111476510975,0.889964893625043,"dog",0.967292784083698
"181","UniRef90_A0A0T5XFN5..Multidrug.transporter","species","dog",0.0221033767180569,0.0256091827503144,2874,15,0.391085487245316,0.999999999999965,"cat",0.967292784083698
"182","UniRef90_A0A0T5XFN5..Multidrug.transporter","species","human",-0.0231629525660077,0.0586998332988031,2874,15,0.702110225651789,0.889964893625043,"dog",0.967292784083698
"183","UniRef90_A0A0U3RZN5..MFS.transporter","species","dog",0.0146595212139484,0.0229727342551931,2874,11,0.524692154089652,0.999999999999965,"cat",0.967292784083698
"184","UniRef90_A0A0U3RZN5..MFS.transporter","species","human",-0.0126365158610781,0.0611885610318341,2874,11,0.839269241555189,0.999999999999965,"cat",0.967292784083698
"185","UniRef90_A0A0U3RZN5..MFS.transporter","species","human",-0.0272960368683893,0.0588576767183033,2874,11,0.650548204353459,0.889964893625043,"dog",0.967292784083698
"186","UniRef90_A0A111WMZ9..ATP.binding.protein","species","human",-0.368636773609134,1.20988038596895,2874,49,0.766040662550591,0.999999999999965,"cat",0.967292784083698
"187","UniRef90_A0A111WMZ9..ATP.binding.protein","species","human",-0.379944272256106,1.20825964508978,2874,49,0.75882912160228,0.889964893625043,"dog",0.967292784083698
"188","UniRef90_A0A127SHY8..Beta.lactamase","species","dog",0.300763712491723,0.262981118112001,2874,329,0.253013082688624,0.999999999999965,"cat",0.967292784083698
"189","UniRef90_A0A127SHY8..Beta.lactamase","species","human",-0.938537220806719,1.5528936469265,2874,329,0.553869648960823,0.999999999999965,"cat",0.967292784083698
"190","UniRef90_A0A127SHY8..Beta.lactamase","species","human",-1.23930093401435,1.54183273112341,2874,329,0.433323014549494,0.889964893625043,"dog",0.967292784083698
"191","UniRef90_A0A127SV09..Chloramphenicol.acetyltransferase","species","dog",-0.101939828603687,0.11633405862429,2874,210,0.380958166076105,0.999999999999965,"cat",0.967292784083698
"192","UniRef90_A0A127SVB4..Streptomycin.adenylyltransferase","species","dog",0.142974271968317,0.21823504642603,2874,271,0.512847840039238,0.999999999999965,"cat",0.967292784083698
"193","UniRef90_A0A141RQC0..Beta.lactamase","species","dog",0.00925707962224452,0.0125136845308356,2874,4,0.459508233653035,0.999999999999965,"cat",0.967292784083698
"194","UniRef90_A0A141RQC0..Beta.lactamase","species","human",-0.00925707961944278,0.015212549495486,2874,4,0.542893443073922,0.889964893625043,"dog",0.967292784083698
"195","UniRef90_A0A142EAN5..Streptomycin.3.apos..apos..adenylyltransferase","species","dog",0.0420085859822521,0.0596638951341837,2874,68,0.481811189215345,0.999999999999965,"cat",0.967292784083698
"196","UniRef90_A0A142EAN5..Streptomycin.3.apos..apos..adenylyltransferase","species","human",-0.0436104621678738,0.230918634839086,2874,68,0.852429618431372,0.893160043885431,"dog",0.967292784083698
"197","UniRef90_A0A142EC40..Beta.lactamase","species","human",-0.107257812467339,0.348380320240734,2874,154,0.762348915272633,0.999999999999965,"cat",0.967292784083698
"198","UniRef90_A0A142EC40..Beta.lactamase","species","human",-0.294942502845227,0.33837915549223,2874,154,0.398181331096913,0.889964893625043,"dog",0.967292784083698
"199","UniRef90_A0A161VXW3..Lipid.A.export.ATP.binding.permease.protein.MsbA","species","dog",0.00632385837895017,0.00830654305608444,2874,5,0.448240997104929,0.999999999999965,"cat",0.967292784083698
"200","UniRef90_A0A161VXW3..Lipid.A.export.ATP.binding.permease.protein.MsbA","species","human",0.00414609033814489,0.0124157067790441,2874,5,0.740246283272904,0.999999999999965,"cat",0.967292784083698
"201","UniRef90_A0A161VXW3..Lipid.A.export.ATP.binding.permease.protein.MsbA","species","human",-0.00217776479528933,0.010268117198299,2874,5,0.834213076277165,0.889964893625043,"dog",0.967292784083698
"202","UniRef90_A0A174XA02..Beta.lactamase","species","human",-3.44989649500939,3.63862157887686,2874,1608,0.356041123473278,0.999999999999965,"cat",0.967292784083698
"203","UniRef90_A0A174XA02..Beta.lactamase","species","human",-4.63851987509542,3.61777666859537,2874,1608,0.216954066987499,0.889964893625043,"dog",0.967292784083698
"204","UniRef90_A0A1A7KGZ5..Kynurenine.3.monooxygenase","species","dog",0.013681186343278,0.0127562162978374,2874,9,0.283580574922966,0.999999999999965,"cat",0.967292784083698
"205","UniRef90_A0A1A7KGZ5..Kynurenine.3.monooxygenase","species","human",0.0106573349256284,0.0189188921188991,2874,9,0.573262985442718,0.999999999999965,"cat",0.967292784083698
"206","UniRef90_A0A1A7KGZ5..Kynurenine.3.monooxygenase","species","human",-0.00302385141812496,0.0155073888372208,2874,9,0.845411258527715,0.893160043885431,"dog",0.967292784083698
"207","UniRef90_A0A1A7TBT9..Replication.initiation.factor","species","dog",0.0220324422737296,0.0198600324136241,2874,11,0.272601955892194,0.999999999999965,"cat",0.967292784083698
"208","UniRef90_A0A1A7TBT9..Replication.initiation.factor","species","human",-0.022524319486255,0.0247826091103283,2874,11,0.386808790260253,0.889964893625043,"dog",0.967292784083698
"209","UniRef90_A0A1D3KIL4..Acriflavin.resistance.protein.A","species","dog",0.059394179217451,0.0767582121650727,2874,38,0.439440144945665,0.999999999999965,"cat",0.967292784083698
"210","UniRef90_A0A1D3KIL4..Acriflavin.resistance.protein.A","species","human",-0.0560603706560341,0.343498612155303,2874,38,0.87248960647891,0.999999999999965,"cat",0.967292784083698
"211","UniRef90_A0A1D3KIL4..Acriflavin.resistance.protein.A","species","human",-0.115454551305895,0.339218284468622,2874,38,0.738406664534274,0.889964893625043,"dog",0.967292784083698
"212","UniRef90_A0A1D3KKI2..LPS.assembly.protein.LptD","species","dog",0.0559248757604176,0.0760926961271959,2874,46,0.46267416827447,0.999999999999965,"cat",0.967292784083698
"213","UniRef90_A0A1D3KKI2..LPS.assembly.protein.LptD","species","human",-0.0585668576787439,0.355763328740375,2874,46,0.871334205948445,0.999999999999965,"cat",0.967292784083698
"214","UniRef90_A0A1D3KKI2..LPS.assembly.protein.LptD","species","human",-0.114491733483098,0.351709619360929,2874,46,0.749233488162741,0.889964893625043,"dog",0.967292784083698
"215","UniRef90_A0A1D3KQL8..Phosphoethanolamine.transferase","species","dog",0.100172267625289,0.105695574765118,2874,52,0.343677475824026,0.999999999999965,"cat",0.967292784083698
"216","UniRef90_A0A1D3KQL8..Phosphoethanolamine.transferase","species","human",-0.156878396386783,0.485124498904779,2874,52,0.750819414934908,0.889964893625043,"dog",0.967292784083698
"217","UniRef90_A0A1D3KSH0..Multidrug.resistance.protein.A","species","dog",0.05125035583874,0.0566156393803786,2874,28,0.366051470151385,0.999999999999965,"cat",0.967292784083698
"218","UniRef90_A0A1D3KSH0..Multidrug.resistance.protein.A","species","human",-0.0791383058808256,0.220214893660398,2874,28,0.724966978728149,0.889964893625043,"dog",0.967292784083698
"219","UniRef90_A0A1D3U586..Outer.membrane.protein.N..Porin.","species","dog",0.0651240068290117,0.0530207231675565,2874,30,0.223064408866994,0.999999999999965,"cat",0.967292784083698
"220","UniRef90_A0A1D3U586..Outer.membrane.protein.N..Porin.","species","human",-0.0659119886558687,0.144758442202199,2874,30,0.661272631018134,0.889964893625043,"dog",0.967292784083698
"221","UniRef90_A0A1G1SBI2..Dihydrofolate.reductase","species","human",-0.0846701359254813,0.34117470420475,2874,49,0.813792654387688,0.999999999999965,"cat",0.967292784083698
"222","UniRef90_A0A1G1SBI2..Dihydrofolate.reductase","species","human",-0.224887207810254,0.337526874803523,2874,49,0.535561035929694,0.889964893625043,"dog",0.967292784083698
"223","UniRef90_A0A1H0Z427..MFS.transporter..DHA1.family..tetracycline.resistance.protein","species","dog",0.0074913433730432,0.0111010280108273,2874,5,0.501830152792338,0.999999999999965,"cat",0.967292784083698
"224","UniRef90_A0A1H0Z427..MFS.transporter..DHA1.family..tetracycline.resistance.protein","species","human",-0.00394131093991079,0.0249780897881457,2874,5,0.877036109845344,0.999999999999965,"cat",0.967292784083698
"225","UniRef90_A0A1H0Z427..MFS.transporter..DHA1.family..tetracycline.resistance.protein","species","human",-0.0114326543123751,0.0235661513607064,2874,5,0.637010531708067,0.889964893625043,"dog",0.967292784083698
"226","UniRef90_A0A1L5KFA7..Phosphotransferase.enzyme.family","species","dog",-0.00726523573623851,0.0383808791290215,2874,28,0.850952634058071,0.999999999999965,"cat",0.967292784083698
"227","UniRef90_A0A1L5KFF7..COQ6.ubiquinone.biosynthesis.monooxygenase","species","dog",0.0430754466955085,0.0729843085496225,2874,171,0.555920722600781,0.999999999999965,"cat",0.967292784083698
"228","UniRef90_A0A1L5KKZ3..Phosphotransferase.enzyme.family","species","human",-0.306055469510724,0.871947393167682,2874,72,0.729450199778201,0.999999999999965,"cat",0.967292784083698
"229","UniRef90_A0A1L5KKZ3..Phosphotransferase.enzyme.family","species","human",0.729381506924113,0.869037215841671,2874,72,0.411871843458893,0.889964893625043,"dog",0.967292784083698
"230","UniRef90_A0A1L5KT89..Dihydrofolate.reductase","species","dog",0.0333500946664607,0.0874962262776872,2874,57,0.703171153746271,0.999999999999965,"cat",0.967292784083698
"231","UniRef90_A0A1L5KT89..Dihydrofolate.reductase","species","human",-0.162000246427171,0.487524522925495,2874,57,0.743909095716723,0.999999999999965,"cat",0.967292784083698
"232","UniRef90_A0A1L5KT89..Dihydrofolate.reductase","species","human",-0.195350340448258,0.483625186333669,2874,57,0.69167086510199,0.889964893625043,"dog",0.967292784083698
"233","UniRef90_A0A1L5KW26..Dihydrofolate.reductase","species","human",2.84949338965436,2.05753494110518,2874,846,0.182423420253166,0.889964893625043,"dog",0.967292784083698
"234","UniRef90_A0A1L6C492..Beta.lactamase..Fragment.","species","dog",0.0241024250561773,0.0660086861035024,2874,39,0.715107628250522,0.999999999999965,"cat",0.967292784083698
"235","UniRef90_A0A1L6C492..Beta.lactamase..Fragment.","species","human",-0.0788994458730765,0.326621624920243,2874,39,0.811672399935381,0.999999999999965,"cat",0.967292784083698
"236","UniRef90_A0A1L6C492..Beta.lactamase..Fragment.","species","human",-0.103001868414059,0.323304587798549,2874,39,0.753587799610062,0.889964893625043,"dog",0.967292784083698
"237","UniRef90_A0A1N7T703..Bifunctional.AacA.AphD","species","human",-0.473653589681738,1.51669594235017,2874,93,0.757911229099293,0.999999999999965,"cat",0.967292784083698
"238","UniRef90_A0A1N7T703..Bifunctional.AacA.AphD","species","human",-0.474387141979342,1.51657816890903,2874,93,0.757531684137688,0.889964893625043,"dog",0.967292784083698
"239","UniRef90_A0A1S7D640..Beta.lactamase..Fragment.","species","human",-0.0932658838122805,0.288613590095745,2874,134,0.751336244924029,0.999999999999965,"cat",0.967292784083698
"240","UniRef90_A0A1S7D640..Beta.lactamase..Fragment.","species","human",-0.291744775909568,0.277882942124148,2874,134,0.313519600823011,0.889964893625043,"dog",0.967292784083698
"241","UniRef90_A0A1T1YUD0..Efflux.pump.membrane.transporter","species","dog",0.0186947662374589,0.0259310364783608,2874,16,0.473143669079885,0.999999999999965,"cat",0.967292784083698
"242","UniRef90_A0A1T1YUD0..Efflux.pump.membrane.transporter","species","human",-0.010052215602383,0.0587559606572803,2874,16,0.866788811179885,0.999999999999965,"cat",0.967292784083698
"243","UniRef90_A0A1T1YUD0..Efflux.pump.membrane.transporter","species","human",-0.0287469819446767,0.0554896498065644,2874,16,0.614584911654869,0.889964893625043,"dog",0.967292784083698
"244","UniRef90_A0A218L4M5..Streptomycin.aminoglycoside.6.adenyltransferase","species","human",2.01716473675401,1.59639162999736,2874,391,0.222519866911584,0.999999999999965,"cat",0.967292784083698
"245","UniRef90_A0A218L4M5..Streptomycin.aminoglycoside.6.adenyltransferase","species","human",1.61112186778191,1.58798272885422,2874,391,0.324026536110846,0.889964893625043,"dog",0.967292784083698
"246","UniRef90_A0A218L4M7..Streptothricin.acetyltransferase","species","dog",0.225160515696337,0.256903777119707,2874,403,0.380960125773926,0.999999999999965,"cat",0.967292784083698
"247","UniRef90_A0A243UXM4..HTH.type.transcriptional.regulator.LeuO..Fragment.","species","dog",0.179015599624172,0.15898320080859,2874,189,0.262791888689504,0.999999999999965,"cat",0.967292784083698
"248","UniRef90_A0A243UXM4..HTH.type.transcriptional.regulator.LeuO..Fragment.","species","human",-0.146631661965365,0.409809823695979,2874,189,0.725788605117134,0.999999999999965,"cat",0.967292784083698
"249","UniRef90_A0A243UXM4..HTH.type.transcriptional.regulator.LeuO..Fragment.","species","human",-0.325647235368507,0.3929773070682,2874,189,0.42284383235236,0.889964893625043,"dog",0.967292784083698
"250","UniRef90_A0A246NQ02..Lincosamide.nucleotidyltransferase.Lnu.G.","species","dog",0.0815170524653484,0.140590194885016,2874,151,0.562188273269614,0.999999999999965,"cat",0.967292784083698
"251","UniRef90_A0A246NQ02..Lincosamide.nucleotidyltransferase.Lnu.G.","species","human",-0.411542951622632,0.732089475501535,2874,151,0.58071632471146,0.999999999999965,"cat",0.967292784083698
"252","UniRef90_A0A246NQ02..Lincosamide.nucleotidyltransferase.Lnu.G.","species","human",-0.493060003682521,0.725382147913849,2874,151,0.505308019387086,0.889964893625043,"dog",0.967292784083698
"253","UniRef90_A0A2J0PBS8..Phosphoethanolamine.transferase","species","dog",0.0098892650362589,0.0240387011353932,2874,13,0.681062263750535,0.999999999999965,"cat",0.967292784083698
"254","UniRef90_A0A2J0PBS8..Phosphoethanolamine.transferase","species","human",-0.0209481289617265,0.0910898503140632,2874,13,0.82087950275803,0.999999999999965,"cat",0.967292784083698
"255","UniRef90_A0A2J0PBS8..Phosphoethanolamine.transferase","species","human",-0.0308373939949752,0.0894870357296685,2874,13,0.734904690189312,0.889964893625043,"dog",0.967292784083698
"256","UniRef90_A0A2J0TRW3..Efflux.pump.membrane.transporter","species","dog",0.0105670961737786,0.0211341155262524,2874,10,0.617730412527397,0.999999999999965,"cat",0.967292784083698
"257","UniRef90_A0A2J0TRW3..Efflux.pump.membrane.transporter","species","human",-0.0128626566337654,0.0640464784927732,2874,10,0.843340776170399,0.999999999999965,"cat",0.967292784083698
"258","UniRef90_A0A2J0TRW3..Efflux.pump.membrane.transporter","species","human",-0.0234297528501046,0.0622218337097671,2874,10,0.71186387614101,0.889964893625043,"dog",0.967292784083698
"259","UniRef90_A0A2J6A2K0..NimIJ.family.nitroimidazole.resistance.protein","species","human",0.14882836205976,0.204427141306844,2874,63,0.480207331843191,0.999999999999965,"cat",0.967292784083698
"260","UniRef90_A0A2J6A2K0..NimIJ.family.nitroimidazole.resistance.protein","species","human",-0.163572120694629,0.193631518250776,2874,63,0.41693175859659,0.889964893625043,"dog",0.967292784083698
"261","UniRef90_A0A2K9JGM9..LnuC","species","dog",-0.0975424137616958,0.275041849272574,2874,2731,0.722903171935156,0.999999999999965,"cat",0.967292784083698
"262","UniRef90_A0A2N9DMG9..ATP.binding.cassette..ABC.F.family.","species","dog",0.0106394216805125,0.0180903603817874,2874,10,0.557427267493792,0.999999999999965,"cat",0.967292784083698
"263","UniRef90_A0A2N9DMG9..ATP.binding.cassette..ABC.F.family.","species","human",-0.010215387525832,0.0501216785888478,2874,10,0.84105553660908,0.999999999999965,"cat",0.967292784083698
"264","UniRef90_A0A2N9DMG9..ATP.binding.cassette..ABC.F.family.","species","human",-0.0208548065631104,0.0483763302902967,2874,10,0.672743251719376,0.889964893625043,"dog",0.967292784083698
"265","UniRef90_A0A2P1JHI0..Beta.lactamase..Fragment.","species","dog",0.0147633196421634,0.0130135469869267,2874,13,0.25916462486031,0.999999999999965,"cat",0.967292784083698
"266","UniRef90_A0A2P1JHI0..Beta.lactamase..Fragment.","species","human",0.00771957011086237,0.0199077571171717,2874,13,0.700855517195284,0.999999999999965,"cat",0.967292784083698
"267","UniRef90_A0A2P1JHI0..Beta.lactamase..Fragment.","species","human",-0.00704374963255304,0.0167797627865988,2874,13,0.679684976634615,0.889964893625043,"dog",0.967292784083698
"268","UniRef90_A0A2R4H2Z9..rRNA.methylase","species","dog",0.00513353839241144,0.0153096850433991,2874,5,0.737728696990548,0.999999999999965,"cat",0.967292784083698
"269","UniRef90_A0A2R4H2Z9..rRNA.methylase","species","human",-0.00726807985055713,0.0492189190235806,2874,5,0.884321958955998,0.999999999999965,"cat",0.967292784083698
"270","UniRef90_A0A2R4H2Z9..rRNA.methylase","species","human",-0.0124016182451743,0.047987402967285,2874,5,0.799387806553701,0.889964893625043,"dog",0.967292784083698
"271","UniRef90_A0A2S1CWY0..OXA.61.family.class.D.beta.lactamase.OXA.659","species","human",-0.0117134626888706,0.0253507078989067,2874,8,0.653931608891062,0.999999999999965,"cat",0.967292784083698
"272","UniRef90_A0A2S1CWY0..OXA.61.family.class.D.beta.lactamase.OXA.659","species","human",-0.0115926682733644,0.0234382225993594,2874,8,0.634061704699332,0.889964893625043,"dog",0.967292784083698
"273","UniRef90_A0A2S1PKM6..Aminoglycoside.phosphotransferase","species","human",2.14520199196039,2.40600828857153,2874,576,0.383662271176761,0.999999999999965,"cat",0.967292784083698
"274","UniRef90_A0A2S1PKM6..Aminoglycoside.phosphotransferase","species","human",-2.39231006198553,2.39828352231228,2874,576,0.331092581389177,0.889964893625043,"dog",0.967292784083698
"275","UniRef90_A0A2U2P5G4..Aminoglycoside.N.acetyltransferase.AAC.6.apos...Ii","species","dog",0.151931200955948,0.114323608994658,2874,111,0.185173204359526,0.925206427376382,"cat",0.967292784083698
"276","UniRef90_A0A2U2P5G4..Aminoglycoside.N.acetyltransferase.AAC.6.apos...Ii","species","human",-0.160004107998587,0.407669322109906,2874,111,0.700501717953261,0.999999999999965,"cat",0.967292784083698
"277","UniRef90_A0A2U2P5G4..Aminoglycoside.N.acetyltransferase.AAC.6.apos...Ii","species","human",-0.311935309077571,0.399511015228405,2874,111,0.44852919673548,0.889964893625043,"dog",0.967292784083698
"278","UniRef90_A0A2X1JA38..DNA.binding.protein","species","human",-0.984889531609092,1.79580544761925,2874,465,0.589900475186532,0.999999999999965,"cat",0.967292784083698
"279","UniRef90_A0A2X1JA38..DNA.binding.protein","species","human",-1.39885238776679,1.78688406514447,2874,465,0.443731053309376,0.889964893625043,"dog",0.967292784083698
"280","UniRef90_A0A2X9NMX0..Glutathione.transferase.fosA","species","dog",0.0353232763377683,0.0371595524690124,2874,19,0.34593264497516,0.999999999999965,"cat",0.967292784083698
"281","UniRef90_A0A2X9NMX0..Glutathione.transferase.fosA","species","human",-0.0416092226771568,0.0751902111306533,2874,19,0.594455522878945,0.889964893625043,"dog",0.967292784083698
"282","UniRef90_A0A336QPR1..FmtC.domain.containing.protein","species","dog",0.0757717468602443,0.146715351889444,2874,181,0.605641741336307,0.999999999999965,"cat",0.967292784083698
"283","UniRef90_A0A336QPR1..FmtC.domain.containing.protein","species","human",-0.725378593275055,0.853949906046951,2874,181,0.407052246251763,0.999999999999965,"cat",0.967292784083698
"284","UniRef90_A0A336QPR1..FmtC.domain.containing.protein","species","human",-0.801150340175497,0.847690040164431,2874,181,0.357748446666132,0.889964893625043,"dog",0.967292784083698
"285","UniRef90_A0A376I5A8..Beta.lactamase","species","dog",0.00401952506646078,0.0150080803635044,2874,4,0.788955898291755,0.999999999999965,"cat",0.967292784083698
"286","UniRef90_A0A376I5A8..Beta.lactamase","species","human",-0.0110377109076585,0.0635271512131174,2874,4,0.864058133033537,0.999999999999965,"cat",0.967292784083698
"287","UniRef90_A0A376I5A8..Beta.lactamase","species","human",-0.0150572359352636,0.0626396308909126,2874,4,0.812964395595291,0.889964893625043,"dog",0.967292784083698
"288","UniRef90_A0A376JWQ4..Beta.lactamase","species","dog",0.151844188192961,0.203329505928652,2874,233,0.455491385221406,0.999999999999965,"cat",0.967292784083698
"289","UniRef90_A0A376JWQ4..Beta.lactamase","species","human",-0.536109382767593,0.96516287655548,2874,233,0.586363665258911,0.999999999999965,"cat",0.967292784083698
"290","UniRef90_A0A376JWQ4..Beta.lactamase","species","human",-0.687953570960282,0.954499365079182,2874,233,0.482002954996429,0.889964893625043,"dog",0.967292784083698
"291","UniRef90_A0A376P0L5..Beta.lactamase","species","dog",0.277677387000779,0.261375896546285,2874,351,0.288296987704688,0.999999999999965,"cat",0.967292784083698
"292","UniRef90_A0A376P0L5..Beta.lactamase","species","human",-1.02814095817606,1.53495270021833,2874,351,0.511591071586354,0.999999999999965,"cat",0.967292784083698
"293","UniRef90_A0A376P0L5..Beta.lactamase","species","human",-1.30581834589868,1.52389899386988,2874,351,0.403215999882764,0.889964893625043,"dog",0.967292784083698
"294","UniRef90_A0A377ZRY4..Beta.lactamase","species","dog",0.0164392498490012,0.014871525109748,2874,13,0.271092887433632,0.999999999999965,"cat",0.967292784083698
"295","UniRef90_A0A377ZRY4..Beta.lactamase","species","human",-0.0166204610767752,0.0194943393534504,2874,13,0.403743071758304,0.889964893625043,"dog",0.967292784083698
"296","UniRef90_A0A3A1YQQ5..Beta.lactamase","species","dog",0.00938800346935915,0.0438741142159301,2874,45,0.83058103867116,0.999999999999965,"cat",0.967292784083698
"297","UniRef90_A0A3A6YNR6..Phosphatidylglycerol.lysyltransferase","species","human",-0.353249122553393,1.1470022472804,2874,63,0.765659237596884,0.999999999999965,"cat",0.967292784083698
"298","UniRef90_A0A3A6YNR6..Phosphatidylglycerol.lysyltransferase","species","human",-0.366378512346494,1.14509877890098,2874,63,0.756929160148576,0.889964893625043,"dog",0.967292784083698
"299","UniRef90_A0A3E4UGG9..Tetracycline.efflux.ABC.transporter.Tet.46..subunit.A","species","dog",0.00485777179222216,0.0193361913357826,2874,12,0.801656651856546,0.999999999999965,"cat",0.967292784083698
"300","UniRef90_A0QZ11..RNA.polymerase.binding.protein.RbpA","species","dog",0.0099326430391807,0.016824764595446,2874,6,0.556462895067103,0.999999999999965,"cat",0.967292784083698
"301","UniRef90_A0QZ11..RNA.polymerase.binding.protein.RbpA","species","human",-0.0129589501470305,0.0296403388183356,2874,6,0.668617891034118,0.889964893625043,"dog",0.967292784083698
"302","UniRef90_A4ZYU9..Beta.lactamase","species","dog",0.00557879713364022,0.0202944645237996,2874,5,0.783532435191777,0.999999999999965,"cat",0.967292784083698
"303","UniRef90_A4ZYU9..Beta.lactamase","species","human",-0.0143199764600152,0.0834392721044453,2874,5,0.865672745918181,0.999999999999965,"cat",0.967292784083698
"304","UniRef90_A4ZYU9..Beta.lactamase","species","human",-0.019898773602602,0.0822011804690316,2874,5,0.811632114075275,0.889964893625043,"dog",0.967292784083698
"305","UniRef90_A5H8A5..Fluoroquinolone.efflux.MFS.transporter.QepA1","species","dog",0.0066403985180285,0.029534926121251,2874,16,0.822163413501186,0.999999999999965,"cat",0.967292784083698
"306","UniRef90_A5H8A5..Fluoroquinolone.efflux.MFS.transporter.QepA1","species","human",-0.0283192690090299,0.151934770314091,2874,16,0.85405740466782,0.999999999999965,"cat",0.967292784083698
