feature,metadata,value,coef,stderr,N,N.not.0,pval,qval
Firmicutes_SGB_6367,housing,Stray,0.516625932,0.145064345,2272,14,0.000380082,0.002283568
Bifidobacterium_pseudolongum_SGB_17279,housing,Stray,-5.150368287,1.460596883,2272,928,0.000432802,0.002579433
Eubacteriales_unclassified_SGB_15374,housing,Household,0.016391665,0.004192904,2272,1,0.00043183,0.002579433
Weissella_cibaria_SGB_7114,housing,Household,0.892130162,0.221872584,2272,34,0.000441002,0.002607361
Firmicutes_SGB_4367,housing,Stray,0.07124952,0.016778244,2272,2,0.000440196,0.002607361
Lactobacillus_crispatus_SGB_7045,housing,Household,0.663127959,0.161960965,2272,24,0.000443498,0.002611713
Alistipes_onderdonkii_SGB_2303,housing,Household,0.345345677,0.080739748,2272,12,0.000456719,0.002678935
Collinsella_tanakaei_SGB_14737,housing,Household,-2.375283762,0.624681801,2272,668,0.000461248,0.002694849
Firmicutes_unclassified_SGB47660_SGB_47660,housing,Stray,5.731076766,1.632951538,2272,1455,0.000463787,0.00269906
Lachnospiraceae_SGB_5077,housing,Stray,1.536775816,0.438718602,2272,35,0.000473618,0.002745505
Bacteroides_fragilis_SGB_1853,housing,Household,0.460628734,0.112599988,2272,19,0.000524035,0.003018686
Lachnospiraceae_SGB_66068,housing,Stray,5.597369763,1.611277117,2272,1031,0.000524812,0.003018686
Clostridiaceae_SGB_106397,housing,Household,0.302916389,0.07678578,2272,15,0.000552376,0.003164966
Clostridium_SGB6177_SGB_6177,housing,Stray,-3.852605039,1.114551892,2272,554,0.000560452,0.003198889
Eubacterium_ramulus_SGB_4959,housing,Household,0.15696701,0.038821045,2272,9,0.000569374,0.003237362
Gemmiger_formicilis_SGB_15299,housing,Household,0.058357038,0.016049414,2272,4,0.000584656,0.003311561
Fusobacterium_SGB6028_SGB_6028,housing,Household,3.335485842,0.961389411,2272,1302,0.000594625,0.003355222
Succinivibrionaceae_SGB_3677,housing,Stray,1.257635139,0.365466553,2272,50,0.000604505,0.003398053
Lachnospiraceae_SGB_4817,housing,Household,0.01557901,0.004188826,2272,1,0.000650783,0.003644382
Oscillospiraceae_SGB_15285,housing,Household,0.016185036,0.004469206,2272,1,0.000656838,0.003664463
Parasutterella_SGB9260_SGB_9260,housing,Household,-3.18992369,0.914336615,2272,581,0.000662122,0.003666375
Collinsella_SGB63083_SGB_63083,housing,Household,0.104392586,0.029124899,2272,12,0.00066146,0.003666375
Anaerostipes_hadrus_SGB_4540,housing,Household,1.291453377,0.374386985,2272,204,0.000670699,0.003700062
Porphyromonas_gingivicanis_SGB_2063,housing,Household,0.27445597,0.080584523,2272,63,0.000679699,0.003735827
Eggerthellaceae_SGB_14341,housing,Household,0.031707172,0.009050898,2272,3,0.000695196,0.003792905
Baileyella_intestinalis_SGB_3928,housing,Household,-0.055613658,0.015634365,2272,5,0.00069498,0.003792905
Lachnospiraceae_bacterium_AM48_27BH_SGB_4706,housing,Household,0.015703843,0.00427796,2272,1,0.000717746,0.003901592
Parabacteroides_goldsteinii_SGB_1941,housing,Household,0.016134558,0.004356183,2272,1,0.000725517,0.003929444
Bacteroides_thetaiotaomicron_SGB_1861,housing,Household,0.910267726,0.221165323,2272,86,0.000738241,0.003969932
Succinivibrionaceae_SGB_3675,housing,Household,0.286597547,0.084711622,2272,51,0.000738343,0.003969932
Clostridium_cuniculi_SGB_29095,housing,Stray,-0.93191795,0.276151458,2272,28,0.000759874,0.004056306
Helicobacter_cinaedi_SGB_44267,housing,Household,1.742109728,0.509888107,2272,215,0.000759199,0.004056306
Bacteroides_xylanisolvens_SGB_1867,housing,Household,0.762574559,0.188647157,2272,102,0.000768575,0.004088047
Faecalibacterium_prausnitzii_SGB_15317,housing,Household,-0.05042801,0.014406872,2272,3,0.000771658,0.004089788
Lachnospiraceae_SGB_4861,housing,Household,0.301885323,0.089647671,2272,41,0.000781053,0.004124852
Clostridium_SGB47280_SGB_47280,housing,Stray,-3.24423543,0.961355505,2272,222,0.000792421,0.004170047
Faecalibacillus_intestinalis_SGB_6754,housing,Household,2.522772518,0.744808162,2272,446,0.000831627,0.004360897
Plesiomonas_shigelloides_SGB_9937,housing,Household,0.248711938,0.074390152,2272,9,0.00085019,0.004442542
Anaerobiospirillum_sp_NML120448_SGB_3684,housing,Household,-3.242945327,0.958774249,2272,562,0.000854284,0.004448271
Escherichia_coli_SGB_10068,housing,Household,4.010621709,1.155078454,2272,1277,0.000869652,0.00451246
Enterococcus_faecium_SGB_7967,housing,Household,-1.941435582,0.57870743,2272,182,0.000888326,0.004593294
Erysipelotrichaceae_SGB_65946,housing,Household,-3.365192753,1.009821706,2272,809,0.000900495,0.004640053
Erysipelotrichaceae_SGB_6837,housing,Stray,0.067345596,0.018756492,2272,2,0.000919892,0.004723597
Erysipelotrichaceae_SGB_44483,housing,Household,-2.200244581,0.662671946,2272,682,0.000981584,0.005023
Ruminococcus_gnavus_SGB_4571,housing,Household,0.045899827,0.013226982,2272,2,0.00100069,0.005103178
Clostridium_baratii_SGB_6194,housing,Stray,1.019599253,0.310253695,2272,55,0.001032465,0.005247184
Clostridium_SGB4750_SGB_4750,housing,Stray,0.105179138,0.022979814,2272,3,0.001044242,0.005288927
Slackia_faecicanis_SGB_33547,housing,Household,-2.457611798,0.728268831,2272,678,0.001057186,0.00533627
Coriobacteriaceae_SGB_14351,housing,Household,-0.039249405,0.010433658,2272,8,0.001079911,0.005414147
Clostridium_disporicum_SGB_6172,housing,Household,1.203617032,0.367205015,2272,96,0.001078792,0.005414147
Blautia_glucerasea_SGB_4813,housing,Household,0.015061557,0.004370103,2272,1,0.001203887,0.006015382
Bacteroides_clarus_SGB_1832,housing,Household,0.062337277,0.018133124,2272,2,0.001227456,0.006112567
Anaerostipes_caccae_SGB_4529,housing,Household,1.017500198,0.223876619,2272,169,0.001248898,0.006198544
Faecalimonas_umbilicata_SGB_4583,housing,Household,2.40221849,0.725985551,2272,2102,0.001255472,0.006210401
Peptostreptococcus_russellii_SGB_743,housing,Stray,3.554935773,1.101207851,2272,286,0.001266957,0.006246395
Alistipes_putredinis_SGB_2318,housing,Stray,1.347472513,0.417670037,2272,104,0.00129832,0.006379826
Firmicutes_SGB_4367,housing,Household,0.047002717,0.009181688,2272,2,0.001308261,0.006407459
Blautia_luti_SGB_4829,housing,Household,0.014580497,0.004186443,2272,1,0.001324319,0.006464766
Turicibacter_bilis_SGB_6847,housing,Stray,-4.890303749,1.5200979,2272,855,0.001340846,0.006523987
Blautia_schinkii_SGB_4825,housing,Household,0.099435417,0.030358715,2272,2,0.00136916,0.006639978
Victivallis_vadensis_SGB_9202,housing,Household,0.326563427,0.099880571,2272,23,0.001378167,0.006661888
Turicibacter_sanguinis_SGB_6846,housing,Stray,-2.878596546,0.898735583,2272,268,0.001393183,0.00671261
Weissella_confusa_SGB_7115,housing,Stray,-1.187582597,0.372261256,2272,65,0.001454186,0.006983857
Lachnospiraceae_SGB_5071,housing,Household,0.014528148,0.004167866,2272,1,0.001526307,0.007306581
Clostridiales_bacterium_SGB_15158,housing,Household,0.347056926,0.109629905,2272,80,0.001585418,0.007565145
Enterococcus_faecalis_SGB_7962,housing,Stray,-2.469913595,0.780532203,2272,138,0.001592839,0.007576196
Coprococcus_eutactus_SGB_5117,housing,Household,0.014464262,0.004289519,2272,1,0.00162556,0.007707126
Blautia_SGB4815_SGB_4815,housing,Household,0.042407412,0.011740061,2272,4,0.001691552,0.007994468
Firmicutes_SGB_6478,housing,Household,0.014382807,0.004242403,2272,1,0.001715139,0.008007847
Firmicutes_SGB_6540,housing,Household,0.014758096,0.004178605,2272,1,0.001715967,0.008007847
Lachnospiraceae_unclassified_SGB4550_SGB_4550,housing,Household,2.977217618,0.873972155,2272,884,0.001713411,0.008007847
Clostridioides_difficile_SGB_6136,housing,Household,0.173862563,0.055285567,2272,34,0.001710096,0.008007847
Lachnospiraceae_SGB_47582,housing,Stray,1.027050057,0.327071549,2272,55,0.001753983,0.008159594
Helicobacter_bilis_SGB_19390,housing,Household,2.505482908,0.787482712,2272,404,0.001819893,0.008439755
Firmicutes_SGB_6286,housing,Household,0.010499719,0.003028156,2272,2,0.001826417,0.008443622
Fusobacterium_mortiferum_SGB_6031,housing,Household,2.588301662,0.782461264,2272,489,0.001842951,0.0084936
Megasphaera_sp_NM10_SGB_5858,housing,Household,0.193930153,0.057650096,2272,6,0.00187588,0.008618595
Helicobacter_canis_SGB_19391,housing,Household,2.555108625,0.714150952,2272,256,0.002009765,0.009205218
Slackia_piriformis_SGB_14779,housing,Household,0.608960108,0.156040452,2272,144,0.002106481,0.009618515
Firmicutes_SGB_105987,housing,Household,-2.565208237,0.727785219,2272,673,0.002152285,0.00979752
Clostridium_SGB6179_SGB_6179,housing,Stray,0.232844456,0.073452309,2272,11,0.002172844,0.00986086
Lentihominibacter_faecis_SGB_3957,housing,Stray,0.260801917,0.082122243,2272,7,0.002198947,0.009948893
Butyricimonas_paravirosa_SGB_1785,housing,Household,0.106756755,0.033826271,2272,2,0.002217396,0.00997156
Romboutsia_timonensis_SGB_6148,housing,Stray,-3.511782559,1.145988499,2272,846,0.002212627,0.00997156
Allobaculum_stercoricanis_SGB_29316,housing,Household,-3.853076401,1.210367993,2272,1393,0.002302061,0.010321023
Firmicutes_SGB_6353,housing,Household,1.693911712,0.542532722,2272,326,0.002310339,0.010326936
Oscillospiraceae_SGB_72905,housing,Household,2.506596108,0.822250743,2272,1010,0.002391865,0.010659243
Eubacteriales_Family_XIII_Incertae_Sedis_SGB_3959,housing,Household,0.013915801,0.004311338,2272,1,0.002433278,0.01081133
Bacteroides_stercoris_SGB_1830,housing,Stray,6.050414153,1.991806175,2272,791,0.002464732,0.010918393
Mogibacterium_kristiansenii_SGB_3926,housing,Household,0.145595056,0.04645388,2272,10,0.002495427,0.010988765
Lachnospiraceae_SGB_66069,housing,Stray,5.144911518,1.697590682,2272,1506,0.002489292,0.010988765
Peptostreptococcus_canis_SGB_77430,housing,Household,0.245688962,0.081143247,2272,61,0.002539477,0.011149656
Bacteroides_nordii_SGB_1858,housing,Stray,0.23654266,0.071900331,2272,4,0.002559382,0.011203904
Prevotellaceae_SGB_1482,housing,Stray,3.996636675,1.32731302,2272,770,0.00265912,0.011606275
Bacteroides_uniformis_SGB_1836,housing,Household,2.329860547,0.717555812,2272,360,0.002748506,0.01196124
Firmicutes_SGB_47635,housing,Household,0.839364119,0.237198187,2272,175,0.002756982,0.011963046
Clostridium_sp_AF36_4_SGB_4644,housing,Household,0.013562972,0.004256388,2272,1,0.0027842,0.01201918
Bacteroidaceae_SGB_65712,housing,Stray,-2.63686283,0.88066858,2272,467,0.002786117,0.01201918
Fusicatenibacter_sp_CLA_AA_H277_SGB_4780,housing,Household,0.013582277,0.004283171,2272,1,0.002905703,0.012498734
Oscillospiraceae_SGB_15070,housing,Stray,1.198589291,0.403860232,2272,86,0.003069018,0.013163072
Ruminococcus_gnavus_SGB_4571,housing,Stray,0.062147026,0.020119284,2272,2,0.003079428,0.013169658
Prevotellaceae_SGB_1475,housing,Household,0.013346386,0.004184522,2272,1,0.003143372,0.013404496
Eubacteriales_unclassified_SGB_15370,housing,Household,0.013204922,0.004227255,2272,1,0.003224694,0.013711881
Succinivibrionaceae_SGB_58358,housing,Household,0.158991647,0.053914592,2272,35,0.00324673,0.013766137
Lachnospiraceae_SGB_71664,housing,Household,-1.247314323,0.407912697,2272,198,0.003257794,0.013773693
Limosilactobacillus_mucosae_SGB_7088,housing,Household,-0.951598029,0.318878966,2272,100,0.003303135,0.013925717
Lachnospiraceae_SGB_4574,housing,Household,-2.376903644,0.786444299,2272,791,0.003339093,0.013997781
Acidaminococcaceae_SGB_5750,housing,Household,-2.025154733,0.687236602,2272,722,0.003332939,0.013997781
Peptostreptococcaceae_SGB_106454,housing,Household,-2.17212883,0.722174624,2272,645,0.003599285,0.015046026
Barnesiella_intestinihominis_SGB_1965,housing,Household,0.474503189,0.141386436,2272,23,0.003612436,0.015058583
Pseudoflavonifractor_gallinarum_SGB_29328,housing,Household,0.734624695,0.178177628,2272,166,0.003675701,0.015279386
Lachnospiraceae_SGB_71759,housing,Household,0.013454871,0.004306352,2272,1,0.003735479,0.015441368
Oscillospiraceae_SGB_15081,housing,Household,-0.016271096,0.002406734,2272,2,0.003729346,0.015441368
Blautia_sp_Marseille_P3201T_SGB_29394,housing,Household,0.679296779,0.220634088,2272,51,0.003768728,0.015535534
Lachnospiraceae_SGB_4859,housing,Stray,5.186082757,1.790175359,2272,1884,0.003845373,0.015807571
Enterococcus_hirae_SGB_7970,housing,Stray,-3.32012282,1.146978626,2272,248,0.00385609,0.015807838
Faecalibacterium_prausnitzii_SGB_15322,housing,Household,0.012621019,0.00405866,2272,1,0.003923831,0.016041225
Coprococcus_comes_SGB_4577,housing,Stray,-0.41212313,0.140658492,2272,14,0.003939638,0.016061603
Dorea_longicatena_SGB_4581,housing,Household,0.094226198,0.028381962,2272,8,0.004247493,0.017222076
Clostridia_unclassified_SGB_105947,housing,Stray,1.609957741,0.562195079,2272,263,0.004240221,0.017222076
Bilophila_wadsworthia_SGB_15452,housing,Household,0.2918057,0.101898977,2272,51,0.004264499,0.017243915
Firmicutes_SGB_106569,housing,Stray,0.729191864,0.255010542,2272,28,0.004298231,0.017333084
Limosilactobacillus_mucosae_SGB_7088,housing,Stray,-1.418462416,0.496720176,2272,100,0.004353024,0.017506472
Megasphaera_sp_AM44_1BH_SGB_5853,housing,Household,0.021411159,0.007061936,2272,2,0.004412175,0.0176964
Erysipelotrichaceae_SGB_65947,housing,Household,-2.654910024,0.931514956,2272,708,0.004477502,0.017910007
Firmicutes_unclassified_SGB47659_SGB_47659,housing,Household,3.107451993,1.09293374,2272,1338,0.004658658,0.018584539
Turicibacter_bilis_SGB_6847,housing,Household,-2.687280777,0.891438215,2272,855,0.004781823,0.019002554
Porphyromonas_cangingivalis_SGB_2060,housing,Household,0.696366982,0.184386602,2272,149,0.004789053,0.019002554
Streptococcus_canis_SGB_8217,housing,Household,0.224224167,0.079589156,2272,43,0.004925139,0.019490416
Collinsella_bouchesdurhonensis_SGB_14397,housing,Stray,0.503116804,0.176065242,2272,17,0.004945076,0.019513028
Firmicutes_SGB_4668,housing,Household,0.189916207,0.067480416,2272,29,0.004957151,0.019513028
Ligilactobacillus_saerimneri_SGB_7085,housing,Stray,1.390491702,0.494765542,2272,66,0.00500272,0.019640309
Phocaeicola_dorei_SGB_1815,housing,Household,0.222800653,0.079699635,2272,34,0.005268826,0.020630443
Blautia_sp_MCC283_SGB_4828,housing,Household,0.135783541,0.038723031,2272,8,0.005501749,0.021485778
Evtepia_gabavorous_SGB_15120,housing,Household,0.060861026,0.020728913,2272,10,0.005644938,0.021987108
Paratractidigestivibacter_faecalis_SGB_14370,housing,Stray,0.447173452,0.160331505,2272,9,0.005871731,0.022810598
Streptococcus_lutetiensis_SGB_8021,housing,Household,-3.309573437,1.149964345,2272,1039,0.006024416,0.023342646
Veillonella_parvula_SGB_6939,housing,Household,0.201521503,0.046523221,2272,5,0.006055883,0.023403463
Holdemania_massiliensis_SGB_4044,housing,Household,0.012433561,0.004306207,2272,1,0.006082731,0.023446162
Mogibacterium_kristiansenii_SGB_3926,housing,Stray,-0.211125724,0.074930037,2272,10,0.006215952,0.023897599
Blautia_hansenii_SGB_4794,housing,Stray,3.581166041,1.310280476,2272,2109,0.006358664,0.024383094
Oscillospiraceae_unclassified_SGB15256_SGB_15256,housing,Household,0.011558233,0.003938715,2272,1,0.006420961,0.024558522
Bacteroidaceae_SGB_1880,housing,Household,0.126543264,0.04541836,2272,22,0.006517515,0.024863732
Eubacteriaceae_SGB_4327,housing,Household,-0.052601442,0.018368866,2272,6,0.006697564,0.025485088
Firmicutes_bacterium_SGB_4791,housing,Household,3.049166617,1.115521916,2272,1700,0.007186417,0.027205721
Clostridium_leptum_SGB_14853,housing,Household,0.077074964,0.02864173,2272,16,0.007177164,0.027205721
Clostridium_SGB65129_SGB_65129,housing,Household,0.543153582,0.170374776,2272,110,0.007207892,0.027217585
Ruminococcus_bovis_SGB_4272,housing,Household,0.010962051,0.003490925,2272,1,0.007416208,0.027933128
Fusobacteriaceae_SGB_6025,housing,Household,1.963263666,0.676183017,2272,238,0.007520776,0.028255271
Clostridium_SGB47280_SGB_47280,housing,Household,-1.572999112,0.49775579,2272,222,0.007616241,0.028541671
Veillonella_magna_SGB_6926,housing,Stray,2.63329189,0.988610638,2272,300,0.007811523,0.02919975
Clostridium_sp_AT4_SGB_4753,housing,Household,2.258087179,0.843849665,2272,1829,0.007926312,0.029554389
Helicobacter_canis_SGB_19391,housing,Stray,4.109468037,1.548176554,2272,256,0.008157052,0.030338508
Megasphaera_elsdenii_SGB_5862,housing,Household,-1.70101973,0.626581084,2272,325,0.008265656,0.030665584
Bacteroides_finegoldii_SGB_1862,housing,Stray,2.390713002,0.901919836,2272,155,0.008396898,0.031074806
Mediterraneibacter_sp_NSJ_151_SGB_4553,housing,Stray,0.217652179,0.081136402,2272,10,0.008447333,0.031183687
Phocaeicola_dorei_SGB_1815,housing,Stray,0.931807775,0.35381124,2272,34,0.008542993,0.031335033
Firmicutes_SGB_14898,housing,Household,-0.014796802,0.00482344,2272,1,0.008551677,0.031335033
Fusobacterium_perfoetens_SGB_47247,housing,Stray,4.659459964,1.769158315,2272,970,0.008546869,0.031335033
Collinsella_SGB62963_SGB_62963,housing,Household,0.160043373,0.061014857,2272,28,0.008813222,0.032212014
Alistipes_shahii_SGB_2295,housing,Household,0.434633267,0.151848524,2272,63,0.008834427,0.032212014
Blautia_SGB4793_SGB_4793,housing,Household,0.293516382,0.112687755,2272,62,0.009301635,0.033832417
Coriobacteriaceae_SGB_14375,housing,Household,0.077820636,0.029889468,2272,25,0.009328949,0.033848801
Firmicutes_SGB_66598,housing,Stray,-2.479808539,0.954150865,2272,949,0.009430275,0.034132996
Gemmiger_formicilis_SGB_15292,housing,Household,0.011703132,0.004325695,2272,1,0.009472427,0.034202145
Collinsella_SGB14744_SGB_14744,housing,Household,-2.554437535,0.976354487,2272,1204,0.009637329,0.034713097
Ruminococcus_lactaris_SGB_4557,housing,Stray,-0.220665483,0.083033644,2272,7,0.009715465,0.034825483
Bacteroides_SGB63885_SGB_63885,housing,Household,-2.224758857,0.853863018,2272,581,0.009715259,0.034825483
Caniella_SGB105119_SGB_105119,housing,Household,-1.625115566,0.626457322,2272,602,0.009746491,0.034852513
Ruminococcus_gnavus_SGB_4584,housing,Stray,2.656100254,1.028972402,2272,2169,0.00992773,0.035415268
Bacteroides_fragilis_SGB_1855,housing,Stray,2.31498885,0.898967617,2272,154,0.010228302,0.036399999
Coriobacteriaceae_SGB_53888,housing,Household,0.206807635,0.080461278,2272,36,0.010280947,0.036499823
Phascolarctobacterium_faecium_SGB_5792,housing,Household,0.18017342,0.070221163,2272,25,0.010422583,0.036914353
Allobaculum_mucolyticum_SGB_65944,housing,Household,-2.019924025,0.788586248,2272,747,0.010618193,0.037517615
Eggerthellaceae_SGB_14792,housing,Household,-1.737544198,0.673485,2272,913,0.010656851,0.037564768
Prevotella_copri_SGB_1626,housing,Stray,5.577218742,2.182132057,2272,1783,0.010714249,0.037625119
Campylobacter_jejuni_SGB_19444,housing,Stray,0.754517513,0.294936553,2272,27,0.01072468,0.037625119
Dysosmobacter_welbionis_SGB_15078,housing,Household,0.194164545,0.076096891,2272,36,0.010838821,0.037935874
Firmicutes_SGB_106379,housing,Household,1.342181697,0.517330606,2272,319,0.010872199,0.037963162
Caniella_SGB63087_SGB_63087,housing,Household,-1.744722039,0.683163758,2272,587,0.010977192,0.038239797
Sutterellaceae_SGB_66515,housing,Stray,3.135451995,1.234829194,2272,604,0.011236714,0.039052186
Streptococcus_gallolyticus_SGB_8018,housing,Stray,1.274497448,0.502382503,2272,57,0.011346039,0.039340003
Blautia_argi_SGB_4797,housing,Household,2.470802668,0.911249535,2272,654,0.011375785,0.039351202
Collinsella_SGB14754_SGB_14754,housing,Household,0.016184049,0.005749177,2272,2,0.011483365,0.039539009
Oscillospiraceae_SGB_53576,housing,Household,0.160448914,0.063380898,2272,23,0.011471834,0.039539009
Campylobacter_upsaliensis_SGB_19439,housing,Household,1.248561215,0.444396676,2272,263,0.011671911,0.040095174
Blautia_wexlerae_SGB_4831,housing,Stray,-0.248225479,0.097006809,2272,10,0.011984337,0.041073339
Anaerostipes_hadrus_SGB_4540,housing,Stray,1.415638021,0.565898146,2272,204,0.012458131,0.042568811
Parasutterella_SGB9260_SGB_9260,housing,Stray,-3.569564359,1.426983559,2272,581,0.012478054,0.042568811
Eubacteriaceae_SGB_71318,housing,Household,-1.756808598,0.701291305,2272,830,0.01267111,0.043128274
Collinsella_SGB105265_SGB_105265,housing,Household,-1.502403186,0.575192244,2272,276,0.012718353,0.043190013
Senegalimassilia_anaerobia_SGB_14824,housing,Stray,-0.170945581,0.066313025,2272,13,0.012885026,0.043656117
Phocaeicola_coprocola_SGB_1891,housing,Stray,4.923927864,1.978900533,2272,1426,0.012991853,0.043917789
Blautia_stercoris_SGB_4788,housing,Household,-0.012526071,0.004372956,2272,2,0.013247406,0.044679888
Lachnospiraceae_bacterium_2_1_46FAA_SGB_4549,housing,Household,0.246040815,0.097167353,2272,26,0.013574612,0.045679646
Erysipelotrichaceae_SGB_42251,housing,Household,-2.141818909,0.865795085,2272,737,0.013704463,0.046012268
Leuconostoc_lactis_SGB_7121,housing,Stray,-0.766950962,0.311598285,2272,38,0.013917239,0.04662118
Selenomonadaceae_SGB_65924,housing,Household,-1.584411382,0.642399578,2272,485,0.014073754,0.046933598
Lachnospira_eligens_SGB_5082,housing,Household,0.512877284,0.206179306,2272,56,0.014065966,0.046933598
Faecalibacterium_prausnitzii_SGB_15323,housing,Stray,-0.149352578,0.058938654,2272,6,0.014131297,0.04701983
Propionibacterium_freudenreichii_SGB_15904,housing,Household,0.132817978,0.054189013,2272,26,0.014384274,0.047754501
Collinsella_tanakaei_SGB_14737,housing,Stray,-2.925458451,1.201236737,2272,668,0.015030586,0.049729836
Bacteroidaceae_SGB_48439,housing,Household,-2.944746631,1.196890711,2272,844,0.015046291,0.049729836
Bacteroidaceae_SGB_65710,housing,Stray,3.035135492,1.248199531,2272,710,0.015119745,0.049861559
Bacteroidaceae_SGB_104904,housing,Stray,-3.146407357,1.296018977,2272,654,0.015279779,0.050277588
Ruminococcus_bromii_SGB_4285,housing,Stray,0.398754457,0.164738889,2272,15,0.015651804,0.051274341
Lachnospiraceae_SGB_4680,housing,Household,0.172405653,0.07123491,2272,22,0.015647947,0.051274341
Lachnospiraceae_SGB_71704,housing,Stray,-0.078559328,0.031677767,2272,5,0.015852982,0.051818997
Bacteroidaceae_SGB_65714,housing,Household,-1.528295822,0.635645283,2272,491,0.016412528,0.053530091
Bacteroides_ovatus_SGB_1871,housing,Household,0.681975687,0.155346906,2272,93,0.01659667,0.054011968
Coprococcus_catus_SGB_4669,housing,Household,0.065012788,0.026401002,2272,5,0.016636439,0.054022922
Akkermansia_muciniphila_SGB_9226,housing,Stray,-0.439650141,0.173466739,2272,15,0.016901532,0.054763916
Dorea_sp_AF36_15AT_SGB_4552,housing,Stray,0.260734419,0.107915012,2272,12,0.017007289,0.05498653
Fusobacteriaceae_SGB_6036,housing,Stray,4.020859073,1.684343839,2272,1669,0.017121788,0.055236377
Cutibacterium_acnes_SGB_16955,housing,Household,0.077899204,0.030546702,2272,14,0.017375711,0.055933959
Faecalicatena_fissicatena_SGB_4871,housing,Household,0.012414957,0.00393595,2272,1,0.018030496,0.057916139
Lachnospiraceae_SGB_4589,housing,Stray,2.118503619,0.897334517,2272,328,0.018339207,0.058780527
Eubacterium_ramulus_SGB_4959,housing,Stray,0.17090505,0.072524267,2272,9,0.018778955,0.06003952
Erysipelotrichaceae_bacterium_7770_A6_SGB_6836,housing,Household,0.865208869,0.361908999,2272,93,0.018812922,0.06003952
Lachnospiraceae_SGB_4591,housing,Stray,3.03926428,1.295752181,2272,1246,0.019114042,0.060869609
Catenibacterium_mitsuokai_SGB_6778,housing,Stray,-0.275861803,0.116597972,2272,9,0.019268888,0.061231326
Peptostreptococcaceae_bacterium_SGB_77433,housing,Household,-1.436970773,0.6126484,2272,245,0.019837829,0.062904568
Mediterraneibacter_SGB4586_SGB_4586,housing,Household,0.690300084,0.243381362,2272,129,0.020539433,0.064990446
Oscillospiraceae_SGB_63246,housing,Stray,2.522981329,1.088623799,2272,645,0.020610191,0.065075581
Anaerobutyricum_soehngenii_SGB_4537,housing,Stray,0.306500717,0.13236303,2272,24,0.020794929,0.065519478
Collinsella_sp_AF08_23_SGB_14739,housing,Stray,1.937381218,0.836489973,2272,161,0.020855008,0.06556956
Bacteroides_SGB63885_SGB_63885,housing,Stray,-2.957650848,1.283804659,2272,581,0.021351108,0.066987408
Clostridium_fessum_SGB_4705,housing,Household,0.277444597,0.119481944,2272,11,0.021782187,0.068147182
Coriobacteriaceae_SGB_105121,housing,Household,0.107539627,0.046831805,2272,22,0.021812609,0.068147182
Tyzzerella_nexilis_SGB_4588,housing,Stray,2.377306378,1.034479268,2272,295,0.021905907,0.068239027
Lachnospiraceae_SGB_106016,housing,Stray,2.337424886,1.019260716,2272,866,0.021933973,0.068239027
Lachnospiraceae_SGB_58537,housing,Stray,3.031501166,1.324638847,2272,1351,0.022247351,0.06906918
Enterocloster_bolteae_SGB_4758,housing,Household,0.117945117,0.05154951,2272,23,0.022318358,0.069144975
Clostridium_thermobutyricum_SGB_6193,housing,Household,0.770642459,0.328485976,2272,106,0.022975578,0.071032828
Fusobacteriaceae_SGB_6032,housing,Household,0.198418016,0.076476626,2272,26,0.023340064,0.072009676
Tenericutes_SGB_66722,housing,Household,-1.345107878,0.592310342,2272,328,0.02349376,0.072333486
Collinsella_intestinalis_SGB_14741,housing,Household,-1.885783633,0.775886908,2272,1978,0.023624666,0.07258593
Helicobacter_SGB104937_SGB_104937,housing,Household,-1.204810824,0.524720751,2272,248,0.023810752,0.073006519
Ligilactobacillus_ruminis_SGB_7061,housing,Household,1.195006754,0.521660881,2272,269,0.024020603,0.073498092
Bifidobacterium_pullorum_SGB_17264,housing,Stray,-2.754175813,1.220341918,2272,895,0.024168326,0.073797933
Pseudoflavonifractor_phocaeensis_SGB_15149,housing,Household,0.171199683,0.075965361,2272,31,0.024376516,0.0742808
Firmicutes_SGB_72910,housing,Household,-0.038355103,0.016474589,2272,4,0.024551493,0.074660687
Lachnospiraceae_SGB_47518,housing,Household,0.404003475,0.165290796,2272,139,0.024602272,0.074662111
Bacteroidaceae_SGB_1818,housing,Stray,5.098215594,2.271980595,2272,1555,0.025022299,0.075781821
Enterococcus_faecium_SGB_7967,housing,Stray,-1.846665526,0.824297206,2272,182,0.025237191,0.07613289
Terrisporobacter_mayombei_SGB_6142,housing,Stray,-1.719464424,0.767373463,2272,280,0.025240823,0.07613289
Gordonibacter_pamelaeae_SGB_14807,housing,Household,0.034799969,0.014028386,2272,4,0.025475377,0.076684503
Slackia_SGB14781_SGB_14781,housing,Household,-1.975062886,0.877417416,2272,864,0.025956883,0.077975738
Senegalimassilia_faecalis_SGB_14822,housing,Stray,0.184467725,0.082224866,2272,14,0.026245394,0.078124377
Prevotella_SGB1675_SGB_1675,housing,Household,-0.012239165,0.004908749,2272,1,0.026269585,0.078124377
Firmicutes_SGB_4119,housing,Stray,0.433769768,0.194832048,2272,14,0.026266336,0.078124377
Blautia_hansenii_SGB_4794,housing,Household,1.864307341,0.825707993,2272,2109,0.026261134,0.078124377
Faecalibacterium_prausnitzii_SGB_15318,housing,Household,0.053854941,0.023195059,2272,9,0.026113859,0.078124377
Campylobacter_jejuni_SGB_19444,housing,Household,0.365070039,0.155860507,2272,27,0.026760124,0.079424047
